,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
1175,BERNHEZE,M,15 t/m 19 jaar,"62,496303151332135","1026,55"
1176,BEST,M,15 t/m 19 jaar,"183,1398292853903","970,04"
1177,BEUNINGEN,M,15 t/m 19 jaar,"55,32757424368582","864,72"
1178,BEVERWIJK,M,15 t/m 19 jaar,"36,079692655793345","1060,7"
1179,BINNENMAAS,M,15 t/m 19 jaar,"93,47158355990813","757,66"
1180,BLADEL,M,15 t/m 19 jaar,"127,07419048203114","652,24"
1181,BLARICUM,M,15 t/m 19 jaar,"53,02357984994641","270,57"
1182,BLOEMENDAAL,M,15 t/m 19 jaar,"43,639428423638954","773,3"
1183,BODEGRAVEN-REEUWIJK,M,15 t/m 19 jaar,"180,80900344458962","1094,47"
1184,BOEKEL,M,15 t/m 19 jaar,"49,153668319313695","359,02"
1185,BORGER-ODOORN,M,15 t/m 19 jaar,"198,54767480367113","845,52"
1186,BORNE,M,15 t/m 19 jaar,"38,00257443803696","679,76"
1187,BORSELE,M,15 t/m 19 jaar,"86,29422765737326","753,94"
1188,BOXMEER,M,15 t/m 19 jaar,"53,976536973456284","964,07"
1189,BOXTEL,M,15 t/m 19 jaar,"122,21927959205814","921,7"
1190,BREDA,M,15 t/m 19 jaar,"65,69228367061763","5059,53"
1191,BRIELLE,M,15 t/m 19 jaar,"85,97193527198901","502,41"
1192,BRONCKHORST,M,15 t/m 19 jaar,"70,00350813991389","1165,86"
1193,BRUMMEN,M,15 t/m 19 jaar,"56,45893390321163","659,79"
1194,BRUNSSUM,M,15 t/m 19 jaar,"70,66130038864145","705,02"
1195,BUNNIK,M,15 t/m 19 jaar,"38,597646042544","463,05"
1196,BUNSCHOTEN,M,15 t/m 19 jaar,"65,8518268785031","711,87"
1197,BUREN,M,15 t/m 19 jaar,"46,972248456229565","825,9"
1198,CAPELLE AAN DEN IJSSEL,M,15 t/m 19 jaar,"88,88330475400578","1965,29"
1199,CASTRICUM,M,15 t/m 19 jaar,"40,30065643959245","1125,77"
1200,COEVORDEN,M,15 t/m 19 jaar,"55,269893242620604","1020,07"
1201,CRANENDONCK,M,15 t/m 19 jaar,"80,83498843694736","661,59"
1202,CROMSTRIJEN,M,15 t/m 19 jaar,"341,0690956072351","387,0"
1203,CUIJK,M,15 t/m 19 jaar,"96,8431644095839","815,95"
1204,CULEMBORG,M,15 t/m 19 jaar,"43,3229360855664","960,19"
1205,DALFSEN,M,15 t/m 19 jaar,"44,93399347069379","925,06"
1206,DANTUMADIEL,M,15 t/m 19 jaar,"60,816312955337345","631,4"
1207,DE BILT,M,15 t/m 19 jaar,"77,18689114944829","1299,58"
1208,DE FRYSKE MARREN,M,15 t/m 19 jaar,"60,24981995440829","1680,13"
1209,DE MARNE,M,15 t/m 19 jaar,"39,06735287536362","312,83"
1210,DE RONDE VENEN,M,15 t/m 19 jaar,"50,35688313430833","1490,6"
1211,DE WOLDEN,M,15 t/m 19 jaar,"62,60487974994187","774,22"
1212,DELFT,M,15 t/m 19 jaar,"77,66562756549405","3422,83"
1213,DELFZIJL,M,15 t/m 19 jaar,"54,61239568731741","763,33"
1214,DEN HELDER,M,15 t/m 19 jaar,"60,484860881298815","1637,81"
1215,DEURNE,M,15 t/m 19 jaar,"48,077090032154345","1119,6"
1216,DEVENTER,M,15 t/m 19 jaar,"71,28767708307808","2856,71"
1217,DIEMEN,M,15 t/m 19 jaar,"83,619214798494","826,03"
1218,DINKELLAND,M,15 t/m 19 jaar,"41,37972443173049","971,81"
1219,DOESBURG,M,15 t/m 19 jaar,"68,85230589608872","393,99"
1220,DOETINCHEM,M,15 t/m 19 jaar,"75,36430012990628","1724,32"
1221,DONGEN,M,15 t/m 19 jaar,"201,7933282491574","812,98"
1222,DONGERADEEL,M,15 t/m 19 jaar,"43,92887742959144","756,3"
1223,DORDRECHT,M,15 t/m 19 jaar,"72,56037493465615","3596,36"
1224,DRECHTERLAND,M,15 t/m 19 jaar,"82,3470343557503","629,88"
1225,DRIMMELEN,M,15 t/m 19 jaar,"58,54276591777757","858,16"
1226,DRONTEN,M,15 t/m 19 jaar,"47,84614872201387","1501,19"
1227,DRUTEN,M,15 t/m 19 jaar,"57,07975002029057","616,05"
1228,DUIVEN,M,15 t/m 19 jaar,"49,694653432826634","974,27"
1229,ECHT-SUSTEREN,M,15 t/m 19 jaar,"52,42573140721837","877,76"
1230,EDAM-VOLENDAM,M,15 t/m 19 jaar,"62,01182237600922","1144,44"
1231,EDE,M,15 t/m 19 jaar,"57,66467103279486","3681,37"
1232,EEMNES,M,15 t/m 19 jaar,"52,711729093207374","300,62"
1233,EEMSMOND,M,15 t/m 19 jaar,"53,88540022547914","532,2"
1234,EERSEL,M,15 t/m 19 jaar,"46,55793856548039","636,45"
1235,EIJSDEN-MARGRATEN,M,15 t/m 19 jaar,"73,83502624832133","819,1"
1236,EINDHOVEN,M,15 t/m 19 jaar,"53,66112147737562","5830,88"
1237,ELBURG,M,15 t/m 19 jaar,"69,15200847702535","726,67"
1238,EMMEN,M,15 t/m 19 jaar,"66,35986817878252","3204,34"
1239,ENKHUIZEN,M,15 t/m 19 jaar,"54,928570092933676","534,79"
1240,ENSCHEDE,M,15 t/m 19 jaar,"51,899477143499105","4940,17"
1241,EPE,M,15 t/m 19 jaar,"39,61401930392435","1022,59"
1242,ERMELO,M,15 t/m 19 jaar,"66,83112677397848","944,91"
1243,ETTEN-LEUR,M,15 t/m 19 jaar,"57,90446598724003","1206,9"
1244,FERWERDERADIEL,M,15 t/m 19 jaar,"38,94348036119059","269,11"
1245,GEERTRUIDENBERG,M,15 t/m 19 jaar,"63,69767055185143","601,43"
1246,GELDERMALSEN,M,15 t/m 19 jaar,"48,62385774265251","890,78"
1247,GELDROP-MIERLO,M,15 t/m 19 jaar,"44,88413296633496","1180,75"
1248,GEMERT-BAKEL,M,15 t/m 19 jaar,"48,5011628148425","963,18"
1249,GENNEP,M,15 t/m 19 jaar,"41,582692345523576","508,33"
1250,GIESSENLANDEN,M,15 t/m 19 jaar,"49,84758630283999","503,17"
1251,GILZE EN RIJEN,M,15 t/m 19 jaar,"111,1558141483796","835,29"
1252,GOEREE-OVERFLAKKEE,M,15 t/m 19 jaar,"75,93267051103598","1508,7"
1253,GOES,M,15 t/m 19 jaar,"81,0112650046168","1083,0"
1254,GOIRLE,M,15 t/m 19 jaar,"110,73578116935782","678,15"
1255,GOOISE MEREN,M,15 t/m 19 jaar,"48,18475104469155","1694,28"
1256,GORINCHEM,M,15 t/m 19 jaar,"57,31939131333828","1063,93"
1257,GOUDA,M,15 t/m 19 jaar,"71,35053535568532","2161,18"
1258,GRAVE,M,15 t/m 19 jaar,"39,711308514726156","442,41"
1259,GRONINGEN,M,15 t/m 19 jaar,"68,20869703909558","5768,17"
1260,GROOTEGAST,M,15 t/m 19 jaar,"59,69536625067824","460,75"
1261,GULPEN-WITTEM,M,15 t/m 19 jaar,"64,93213944233403","386,97"
1262,HAAKSBERGEN,M,15 t/m 19 jaar,"47,63699494949495","760,32"
1263,HAAREN,M,15 t/m 19 jaar,"54,018852525912024","490,12"
1264,HAARLEM,M,15 t/m 19 jaar,"69,5571749384225","3771,67"
1265,HAARLEMMERLIEDE CA,M,15 t/m 19 jaar,"43,39845034045551","212,95"
1266,HAARLEMMERMEER,M,15 t/m 19 jaar,"57,696229695343","4590,08"
1267,HALDERBERGE,M,15 t/m 19 jaar,"69,13898049561858","849,04"
1268,HARDENBERG,M,15 t/m 19 jaar,"63,499817882408465","1949,29"
1269,HARDERWIJK,M,15 t/m 19 jaar,"58,62378966907232","1443,82"
1270,HARDINXVELD-GIESSENDAM,M,15 t/m 19 jaar,"59,2070859478533","626,31"
1271,HAREN,M,15 t/m 19 jaar,"93,27162947368421","593,75"
1272,HARLINGEN,M,15 t/m 19 jaar,"43,73766680863146","563,52"
1273,HATTEM,M,15 t/m 19 jaar,"38,421235345955616","374,47"
1274,HEEMSKERK,M,15 t/m 19 jaar,"45,56917791581358","1152,68"
1275,HEEMSTEDE,M,15 t/m 19 jaar,"51,466020321310786","751,92"
1276,HEERDE,M,15 t/m 19 jaar,"98,07358672721422","559,34"
1277,HEERENVEEN,M,15 t/m 19 jaar,"39,46631677426632","1507,13"
1278,HEERHUGOWAARD,M,15 t/m 19 jaar,"64,69635861002942","1682,05"
1279,HEERLEN,M,15 t/m 19 jaar,"66,46231206086863","2197,52"
1280,HEEZE-LEENDE,M,15 t/m 19 jaar,"113,20947261491577","472,52"
1281,HEILOO,M,15 t/m 19 jaar,"39,30145676373916","739,31"
1282,HELLENDOORN,M,15 t/m 19 jaar,"67,21126734776081","1092,36"
1283,HELLEVOETSLUIS,M,15 t/m 19 jaar,"104,53511492230777","1222,13"
1284,HELMOND,M,15 t/m 19 jaar,"60,637147781802476","2686,19"
1285,HENDRIK-IDO-AMBACHT,M,15 t/m 19 jaar,"80,77335325668788","896,77"
1286,HENGELO,M,15 t/m 19 jaar,"60,882363313526966","2438,61"
1287,HEUMEN,M,15 t/m 19 jaar,"38,85164466689566","611,37"
1288,HEUSDEN,M,15 t/m 19 jaar,"57,11991763585389","1490,94"
1289,HILLEGOM,M,15 t/m 19 jaar,"82,1551937272631","566,26"
1290,HILVARENBEEK,M,15 t/m 19 jaar,"40,2307895754074","491,53"
1291,HILVERSUM,M,15 t/m 19 jaar,"84,0869794655085","2387,69"
1292,HOF VAN TWENTE,M,15 t/m 19 jaar,"45,58910962114184","1045,51"
1293,HOLLANDS KROON,M,15 t/m 19 jaar,"53,052283878101036","1447,1"
1294,HOOGEVEEN,M,15 t/m 19 jaar,"67,78860934541721","1684,89"
1295,HOORN,M,15 t/m 19 jaar,"78,01924035443972","2166,8"
1296,HORST AAN DE MAAS,M,15 t/m 19 jaar,"42,715683015299604","1353,63"
1297,HOUTEN,M,15 t/m 19 jaar,"64,41856975116006","1592,59"
1298,HUIZEN,M,15 t/m 19 jaar,"45,16629503579392","1278,15"
1299,HULST,M,15 t/m 19 jaar,"56,10646708480473","758,92"
1300,IJSSELSTEIN,M,15 t/m 19 jaar,"50,040873178974294","1094,85"
1301,KAAG EN BRAASSEM,M,15 t/m 19 jaar,"65,62001718941035","826,09"
1302,KAMPEN,M,15 t/m 19 jaar,"71,50938642979771","1607,64"
1303,KAPELLE,M,15 t/m 19 jaar,"44,741459836165795","408,95"
1304,KATWIJK,M,15 t/m 19 jaar,"65,14437452538611","2067,47"
1305,KERKRADE,M,15 t/m 19 jaar,"76,37812924604842","1023,01"
1306,KOGGENLAND,M,15 t/m 19 jaar,"33,48110637053578","752,37"
1307,KOLLUMERLAND CA,M,15 t/m 19 jaar,"45,851560438506006","416,87"
1308,KORENDIJK,M,15 t/m 19 jaar,"56,87505262524809","332,54"
1309,KRIMPEN AAN DEN IJSSEL,M,15 t/m 19 jaar,"69,91491903233513","962,73"
1310,KRIMPENERWAARD,M,15 t/m 19 jaar,"49,707787732598206","1770,22"
1311,LAARBEEK,M,15 t/m 19 jaar,"58,74250396478383","674,69"
1312,LANDERD,M,15 t/m 19 jaar,"40,4713937117076","569,63"
1313,LANDGRAAF,M,15 t/m 19 jaar,"95,06425674869797","1006,12"
1314,LANDSMEER,M,15 t/m 19 jaar,"126,15920464402481","299,74"
1315,LANGEDIJK,M,15 t/m 19 jaar,"34,40241557375278","925,66"
1316,LANSINGERLAND,M,15 t/m 19 jaar,"180,54659921922251","1818,7"
1317,LAREN,M,15 t/m 19 jaar,"48,223919165148246","301,85"
1318,LEEK,M,15 t/m 19 jaar,"45,43449544218775","625,3"
1319,LEERDAM,M,15 t/m 19 jaar,"55,5794427985581","685,21"
1320,LEEUWARDEN,M,15 t/m 19 jaar,"55,92326971112381","3571,08"
1321,LEIDEN,M,15 t/m 19 jaar,"73,11001538234612","3321,99"
1322,LEIDERDORP,M,15 t/m 19 jaar,"56,15342344187316","878,94"
1323,LEIDSCHENDAM-VOORBURG,M,15 t/m 19 jaar,"56,96774229044593","1817,55"
1324,LELYSTAD,M,15 t/m 19 jaar,"71,79740806624616","2265,49"
1325,LEUDAL,M,15 t/m 19 jaar,"39,88518580391283","1077,48"
1326,LEUSDEN,M,15 t/m 19 jaar,"81,121847960445","970,8"
1327,LINGEWAAL,M,15 t/m 19 jaar,"48,54184731114875","348,29"
1328,LINGEWAARD,M,15 t/m 19 jaar,"72,91968813704803","1398,05"
1329,LISSE,M,15 t/m 19 jaar,"45,03412374512199","671,38"
1330,LOCHEM,M,15 t/m 19 jaar,"55,6186671020659","1041,19"
1331,LOON OP ZAND,M,15 t/m 19 jaar,"192,02603429915604","629,17"
1332,LOPIK,M,15 t/m 19 jaar,"36,932250203086916","553,95"
1333,LOPPERSUM,M,15 t/m 19 jaar,"93,38462253337877","322,81"
1334,LOSSER,M,15 t/m 19 jaar,"48,954931112321944","642,35"
1335,MAASDRIEL,M,15 t/m 19 jaar,"59,180597784775756","736,72"
1336,MAASGOUW,M,15 t/m 19 jaar,"260,6201411582136","670,17"
1337,MAASSLUIS,M,15 t/m 19 jaar,"96,32688814205913","880,76"
1338,MAASTRICHT,M,15 t/m 19 jaar,"76,81143355664928","3037,55"
1339,MARUM,M,15 t/m 19 jaar,"39,245164083001924","369,63"
1340,MEDEMBLIK,M,15 t/m 19 jaar,"58,60451192746374","1389,65"
1341,MEERSSEN,M,15 t/m 19 jaar,"133,81390006766622","561,58"
1342,MEIERIJSTAD,M,15 t/m 19 jaar,"68,10560836615467","2511,07"
1343,MEPPEL,M,15 t/m 19 jaar,"53,95515203859158","949,43"
1344,MIDDELBURG,M,15 t/m 19 jaar,"51,931276402623375","1465,29"
1345,MIDDEN-DELFLAND,M,15 t/m 19 jaar,"79,48524126063364","720,59"
1346,MIDDEN-DRENTHE,M,15 t/m 19 jaar,"121,290286965212","1050,65"
1347,MIDDEN-GRONINGEN,M,15 t/m 19 jaar,"59,892076820193445","1936,47"
1348,MILL EN SINT HUBERT,M,15 t/m 19 jaar,"59,04725222585057","358,29"
1349,MOERDIJK,M,15 t/m 19 jaar,"63,674123808737605","1090,23"
1350,MOLENWAARD,M,15 t/m 19 jaar,"75,0730035098628","1222,27"
1351,MONTFERLAND,M,15 t/m 19 jaar,"55,66523223981175","1092,19"
1352,MONTFOORT,M,15 t/m 19 jaar,"48,147779767035786","452,43"
1353,MOOK EN MIDDELAAR,M,15 t/m 19 jaar,"70,85618741320079","273,62"
1354,NEDER-BETUWE,M,15 t/m 19 jaar,"52,10354458917836","798,4"
1355,NEDERWEERT,M,15 t/m 19 jaar,"93,38088632806942","562,32"
1356,NEERIJNEN,M,15 t/m 19 jaar,"52,381980640357405","362,61"
1357,NIEUWEGEIN,M,15 t/m 19 jaar,"56,77336408628918","1695,23"
1358,NIEUWKOOP,M,15 t/m 19 jaar,"77,26840228324114","905,73"
1359,NIJKERK,M,15 t/m 19 jaar,"48,189584406143034","1320,52"
1360,NIJMEGEN,M,15 t/m 19 jaar,"56,93823966039215","4796,12"
1361,NISSEWAARD,M,15 t/m 19 jaar,"73,69505710419071","2608,39"
1362,NOORD-BEVELAND,M,15 t/m 19 jaar,"112,95588982620184","196,78"
1363,NOORDENVELD,M,15 t/m 19 jaar,"68,59625356962442","969,99"
1364,NOORDOOSTPOLDER,M,15 t/m 19 jaar,"61,201058711536476","1554,72"
1365,NOORDWIJK,M,15 t/m 19 jaar,"84,83173240221187","736,03"
1366,NOORDWIJKERHOUT,M,15 t/m 19 jaar,"114,79959317909625","526,03"
1367,NUENEN CA,M,15 t/m 19 jaar,"76,11658179207275","752,09"
1368,NUNSPEET,M,15 t/m 19 jaar,"70,84837572619074","919,18"
1369,NUTH,M,15 t/m 19 jaar,"72,78837862713752","412,86"
1370,OEGSTGEEST,M,15 t/m 19 jaar,"67,2227982745224","746,46"
1371,OIRSCHOT,M,15 t/m 19 jaar,"42,765786565958074","606,37"
1372,OISTERWIJK,M,15 t/m 19 jaar,"63,30794964563612","807,08"
1373,OLDAMBT,M,15 t/m 19 jaar,"99,38841621505254","1068,39"
1374,OLDEBROEK,M,15 t/m 19 jaar,"66,07540915105508","717,95"
1375,OLDENZAAL,M,15 t/m 19 jaar,"50,33913418668201","973,42"
1376,OLST-WIJHE,M,15 t/m 19 jaar,"41,73194804309287","586,64"
1377,OMMEN,M,15 t/m 19 jaar,"63,43343314522631","520,98"
1378,ONDERBANKEN,M,15 t/m 19 jaar,"53,50070953436807","225,5"
1379,OOST GELRE,M,15 t/m 19 jaar,"69,68393606062835","1087,28"
1380,OOSTERHOUT,M,15 t/m 19 jaar,"62,72889710779184","1681,76"
1381,OOSTSTELLINGWERF,M,15 t/m 19 jaar,"63,5364969019193","794,04"
1382,OOSTZAAN,M,15 t/m 19 jaar,"32,371290736820185","288,13"
1383,OPMEER,M,15 t/m 19 jaar,"40,057953700753956","376,68"
1384,OPSTERLAND,M,15 t/m 19 jaar,"41,817997624537135","1001,91"
1385,OSS,M,15 t/m 19 jaar,"83,57901876875545","2815,85"
1386,OUD-BEIJERLAND,M,15 t/m 19 jaar,"61,57546743864868","753,04"
1387,OUDE IJSSELSTREEK,M,15 t/m 19 jaar,"96,36098307854633","1260,53"
1388,OUDER-AMSTEL,M,15 t/m 19 jaar,"82,06467903535066","370,29"
1389,OUDEWATER,M,15 t/m 19 jaar,"35,22580356343451","335,07"
1390,OVERBETUWE,M,15 t/m 19 jaar,"53,91104668019716","1552,05"
1391,PAPENDRECHT,M,15 t/m 19 jaar,"100,4562206800691","978,43"
1392,PEEL EN MAAS,M,15 t/m 19 jaar,"54,233365133231864","1373,17"
1393,PEKELA,M,15 t/m 19 jaar,"78,20262537866039","386,23"
1394,PIJNACKER-NOOTDORP,M,15 t/m 19 jaar,"59,47945613111452","1747,48"
1395,PURMEREND,M,15 t/m 19 jaar,"84,45471115327027","2551,18"
1396,PUTTEN,M,15 t/m 19 jaar,"53,385396913107364","796,27"
1397,RAALTE,M,15 t/m 19 jaar,"87,16249706168776","1191,16"
1398,REIMERSWAAL,M,15 t/m 19 jaar,"58,60526469216418","686,08"
1399,RENKUM,M,15 t/m 19 jaar,"59,4107400205879","874,3"
1400,RENSWOUDE,M,15 t/m 19 jaar,"61,44522681110359","147,7"
1401,REUSEL-DE MIERDEN,M,15 t/m 19 jaar,"59,45873253054408","341,31"
1402,RHEDEN,M,15 t/m 19 jaar,"52,18364421174014","1283,46"
1403,RHENEN,M,15 t/m 19 jaar,"66,94976044038194","588,58"
1404,RIDDERKERK,M,15 t/m 19 jaar,"64,85531809414627","1290,97"
1405,RIJSSEN-HOLTEN,M,15 t/m 19 jaar,"49,10996207160215","1320,91"
1406,RIJSWIJK,M,15 t/m 19 jaar,"66,31123147202253","1037,62"
1407,ROERDALEN,M,15 t/m 19 jaar,"55,44526561458102","539,88"
1408,ROERMOND,M,15 t/m 19 jaar,"50,7194468908503","1555,57"
1409,ROOSENDAAL,M,15 t/m 19 jaar,"56,06188456808448","2358,1"
1410,ROTTERDAM,M,15 t/m 19 jaar,"65,41641176741837","16915,18"
1411,ROZENDAAL,M,15 t/m 19 jaar,"50,27160927617709","56,92"
1412,RUCPHEN,M,15 t/m 19 jaar,"76,90025779523694","651,68"
1413,S GRAVENHAGE,M,15 t/m 19 jaar,"90,49529127414826","13376,23"
1414,S HERTOGENBOSCH,M,15 t/m 19 jaar,"71,50046659490731","4189,93"
1415,SCHAGEN,M,15 t/m 19 jaar,"67,49028695714092","1544,83"
1416,SCHERPENZEEL,M,15 t/m 19 jaar,"57,58545587652137","327,83"
1417,SCHIEDAM,M,15 t/m 19 jaar,"59,454313001188","2154,88"
1418,SCHIERMONNIKOOG,M,15 t/m 19 jaar,"31,61642857142857","14,0"
1419,SCHINNEN,M,15 t/m 19 jaar,"49,805576451745985","412,09"
1420,SCHOUWEN-DUIVELAND,M,15 t/m 19 jaar,"54,60019404511028","958,54"
1421,SIMPELVELD,M,15 t/m 19 jaar,"38,230546941076966","283,76"
1422,SINT ANTHONIS,M,15 t/m 19 jaar,"39,01652837109436","447,11"
1423,SINT-MICHIELSGESTEL,M,15 t/m 19 jaar,"99,99850254232553","894,85"
1424,SITTARD-GELEEN,M,15 t/m 19 jaar,"71,42623125629693","2719,58"
1425,SLIEDRECHT,M,15 t/m 19 jaar,"61,9188990162841","719,72"
1426,SLUIS,M,15 t/m 19 jaar,"122,48652864676062","589,77"
1427,SMALLINGERLAND,M,15 t/m 19 jaar,"70,98042914276549","1807,79"
1428,SOEST,M,15 t/m 19 jaar,"53,694516915747386","1410,52"
1429,SOMEREN,M,15 t/m 19 jaar,"34,544350069884956","651,07"
1430,SON EN BREUGEL,M,15 t/m 19 jaar,"43,514959185201825","534,12"
1431,STADSKANAAL,M,15 t/m 19 jaar,"57,261887564704466","996,84"
1432,STAPHORST,M,15 t/m 19 jaar,"82,84998991450604","644,49"
1433,STEDE BROEC,M,15 t/m 19 jaar,"133,9237029926124","718,77"
1434,STEENBERGEN,M,15 t/m 19 jaar,"85,63991257710612","695,47"
1435,STEENWIJKERLAND,M,15 t/m 19 jaar,"52,997334646469376","1279,38"
1436,STEIN,M,15 t/m 19 jaar,"67,34702375978385","718,02"
1437,STICHTSE VECHT,M,15 t/m 19 jaar,"96,68163144766193","1896,23"
1438,STRIJEN,M,15 t/m 19 jaar,"57,276612762997736","287,55"
1439,SUDWEST-FRYSLAN,M,15 t/m 19 jaar,"58,842543195550974","2826,68"
1440,TEN BOER,M,15 t/m 19 jaar,"42,680327868852466","248,88"
1441,TERNEUZEN,M,15 t/m 19 jaar,"50,890938462175704","1448,54"
1442,TERSCHELLING,M,15 t/m 19 jaar,"30,981346153846154","208,0"
1443,TEXEL,M,15 t/m 19 jaar,"47,835876797096724","429,86"
1444,TEYLINGEN,M,15 t/m 19 jaar,"69,13951690667261","1254,83"
1445,THOLEN,M,15 t/m 19 jaar,"114,99925197333897","895,69"
1446,TIEL,M,15 t/m 19 jaar,"50,3633820350762","1461,96"
1447,TILBURG,M,15 t/m 19 jaar,"65,66090545042285","6297,86"
1448,TUBBERGEN,M,15 t/m 19 jaar,"51,037156269238665","779,68"
1449,TWENTERAND,M,15 t/m 19 jaar,"42,69909898635966","1118,74"
1450,TYNAARLO,M,15 t/m 19 jaar,"70,88513208994583","1042,85"
1451,TYTSJERKSTERADIEL,M,15 t/m 19 jaar,"64,0740284033315","956,93"
1452,UDEN,M,15 t/m 19 jaar,"65,8647605109722","1284,61"
1453,UITGEEST,M,15 t/m 19 jaar,"35,97872878143296","474,82"
1454,UITHOORN,M,15 t/m 19 jaar,"50,93308919371858","966,66"
1455,URK,M,15 t/m 19 jaar,"225,5121082299887","887,0"
1456,UTRECHT,M,15 t/m 19 jaar,"81,19156598867315","7541,37"
1457,UTRECHTSE HEUVELRUG,M,15 t/m 19 jaar,"57,66409963146524","1573,8"
1458,VAALS,M,15 t/m 19 jaar,"186,23261585211446","197,45"
1459,VALKENBURG AAN DE GEUL,M,15 t/m 19 jaar,"66,78071307300509","441,75"
1460,VALKENSWAARD,M,15 t/m 19 jaar,"52,59902496328928","851,25"
1461,VEENDAM,M,15 t/m 19 jaar,"66,19565110019015","809,86"
1462,VEENENDAAL,M,15 t/m 19 jaar,"82,41749023603327","2061,15"
1463,VEERE,M,15 t/m 19 jaar,"48,59862216025588","731,58"
1464,VELDHOVEN,M,15 t/m 19 jaar,"48,50328906082732","1354,49"
1465,VELSEN,M,15 t/m 19 jaar,"87,66321865600219","2340,48"
1466,VENLO,M,15 t/m 19 jaar,"52,90454570479528","2724,55"
1467,VENRAY,M,15 t/m 19 jaar,"46,87299510587779","1444,59"
1468,VIANEN,M,15 t/m 19 jaar,"39,04282750444576","607,32"
1469,VLAARDINGEN,M,15 t/m 19 jaar,"91,71108084367197","2026,38"
1470,VLIELAND,M,15 t/m 19 jaar,"120,7859909619109","30,98"
1471,VLISSINGEN,M,15 t/m 19 jaar,"54,58193915874854","1200,83"
1472,VOERENDAAL,M,15 t/m 19 jaar,"100,73604902454186","337,79"
1473,VOORSCHOTEN,M,15 t/m 19 jaar,"74,98332048212329","739,23"
1474,VOORST,M,15 t/m 19 jaar,"74,90680751473917","781,93"
1475,VUGHT,M,15 t/m 19 jaar,"41,77255885325049","801,57"
1476,WAADHOEKE,M,15 t/m 19 jaar,"45,43740389415876","1502,25"
1477,WAALRE,M,15 t/m 19 jaar,"36,853812926727315","502,37"
1478,WAALWIJK,M,15 t/m 19 jaar,"141,05151562136598","1289,9"
1479,WADDINXVEEN,M,15 t/m 19 jaar,"93,69840361551309","856,31"
1480,WAGENINGEN,M,15 t/m 19 jaar,"64,15208159257121","1160,89"
1481,WASSENAAR,M,15 t/m 19 jaar,"76,34186936831786","856,76"
1482,WATERLAND,M,15 t/m 19 jaar,"114,06971904266389","509,33"
1483,WEERT,M,15 t/m 19 jaar,"61,16638268353953","1484,83"
1484,WEESP,M,15 t/m 19 jaar,"58,92739790330151","447,37"
1485,WERKENDAM,M,15 t/m 19 jaar,"55,1553484671304","829,49"
1486,WEST MAAS EN WAAL,M,15 t/m 19 jaar,"50,3064341761116","573,5"
1487,WESTERVELD,M,15 t/m 19 jaar,"41,50353529434744","511,98"
1488,WESTERVOORT,M,15 t/m 19 jaar,"39,54361106090729","553,3"
1489,WESTERWOLDE,M,15 t/m 19 jaar,"44,92002866784125","669,74"
1490,WESTLAND,M,15 t/m 19 jaar,"73,75928029739777","3362,5"
1491,WESTSTELLINGWERF,M,15 t/m 19 jaar,"49,52224518517579","788,71"
1492,WESTVOORNE,M,15 t/m 19 jaar,"69,11864244741875","418,4"
1493,WIERDEN,M,15 t/m 19 jaar,"43,24056622477167","756,59"
1494,WIJCHEN,M,15 t/m 19 jaar,"39,294137084592144","1271,04"
1495,WIJDEMEREN,M,15 t/m 19 jaar,"64,93696137008178","726,38"
1496,WIJK BIJ DUURSTEDE,M,15 t/m 19 jaar,"60,50552311717773","775,83"
1497,WINSUM,M,15 t/m 19 jaar,"43,593990511333686","474,25"
1498,WINTERSWIJK,M,15 t/m 19 jaar,"48,2429890300858","920,7"
1499,WOENSDRECHT,M,15 t/m 19 jaar,"81,86131292998135","622,12"
1500,WOERDEN,M,15 t/m 19 jaar,"99,08191299445645","1596,45"
1501,WORMERLAND,M,15 t/m 19 jaar,"39,90120812430716","532,23"
1502,WOUDENBERG,M,15 t/m 19 jaar,"46,016883788741005","425,26"
1503,WOUDRICHEM,M,15 t/m 19 jaar,"59,946169445696256","443,8"
1504,ZAANSTAD,M,15 t/m 19 jaar,"68,95865709871431","4407,77"
1505,ZALTBOMMEL,M,15 t/m 19 jaar,"69,36466849315069","912,5"
1506,ZANDVOORT,M,15 t/m 19 jaar,"233,2064752294032","404,31"
1507,ZEDERIK,M,15 t/m 19 jaar,"70,38236678880678","488,51"
1508,ZEEWOLDE,M,15 t/m 19 jaar,"73,3983879115328","910,62"
1509,ZEIST,M,15 t/m 19 jaar,"66,02797305532583","1837,84"
1510,ZEVENAAR,M,15 t/m 19 jaar,"46,18441667406194","1239,53"
1511,ZOETERMEER,M,15 t/m 19 jaar,"70,04324908253719","3915,69"
1512,ZOETERWOUDE,M,15 t/m 19 jaar,"53,00958015267176","262,0"
1513,ZUIDHORN,M,15 t/m 19 jaar,"60,35496863854384","650,48"
1514,ZUIDPLAS,M,15 t/m 19 jaar,"86,78413739647179","1393,34"
1515,ZUNDERT,M,15 t/m 19 jaar,"56,216319023533835","717,69"
1516,ZUTPHEN,M,15 t/m 19 jaar,"108,05918938455923","1397,21"
1517,ZWARTEWATERLAND,M,15 t/m 19 jaar,"77,22855240959015","871,31"
1518,ZWIJNDRECHT,M,15 t/m 19 jaar,"66,71177873078292","1291,82"
