,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
27,BEEMSTER,M, 0 t/m  4 jaar,"83,72385060288207","204,02"
28,BEESEL,M, 0 t/m  4 jaar,"127,43814226611504","299,72"
29,BERG EN DAL,M, 0 t/m  4 jaar,"71,58376107522467","633,17"
30,BERGEIJK,M, 0 t/m  4 jaar,"152,52255753066004","362,85"
31,BERGEN LB,M, 0 t/m  4 jaar,"97,94213938411669","246,8"
32,BERGEN NH,M, 0 t/m  4 jaar,"83,03304005556842","431,9"
33,BERGEN OP ZOOM,M, 0 t/m  4 jaar,"130,1634999460218","1482,08"
34,BERKELLAND,M, 0 t/m  4 jaar,"87,82543250904115","920,79"
35,BERNHEZE,M, 0 t/m  4 jaar,"96,70156628221558","702,3"
36,BEST,M, 0 t/m  4 jaar,"99,69918398768284","649,5"
37,BEUNINGEN,M, 0 t/m  4 jaar,"98,543894891145","552,57"
38,BEVERWIJK,M, 0 t/m  4 jaar,"58,746695104142646","1040,88"
39,BINNENMAAS,M, 0 t/m  4 jaar,"87,9534419533027","646,29"
40,BLADEL,M, 0 t/m  4 jaar,"59,76784277919085","459,99"
41,BLARICUM,M, 0 t/m  4 jaar,"95,46933127373366","155,37"
42,BLOEMENDAAL,M, 0 t/m  4 jaar,"60,79537234424776","417,49"
43,BODEGRAVEN-REEUWIJK,M, 0 t/m  4 jaar,"133,82624441813854","853,21"
44,BOEKEL,M, 0 t/m  4 jaar,"48,18036318867344","227,43"
45,BORGER-ODOORN,M, 0 t/m  4 jaar,"122,77137781287011","506,6"
46,BORNE,M, 0 t/m  4 jaar,"159,0955496684032","562,43"
47,BORSELE,M, 0 t/m  4 jaar,"143,9866955716009","571,99"
48,BOXMEER,M, 0 t/m  4 jaar,"79,90094791008396","553,85"
49,BOXTEL,M, 0 t/m  4 jaar,"79,84248880608229","665,54"
50,BREDA,M, 0 t/m  4 jaar,"85,93984489624816","4484,74"
51,BRIELLE,M, 0 t/m  4 jaar,"106,55264054514481","293,5"
52,BRONCKHORST,M, 0 t/m  4 jaar,"124,36354186060944","644,52"
53,BRUMMEN,M, 0 t/m  4 jaar,"100,67427376028145","420,66"
54,BRUNSSUM,M, 0 t/m  4 jaar,"168,72352245254874","583,23"
55,BUNNIK,M, 0 t/m  4 jaar,"116,23614369294255","353,81"
56,BUNSCHOTEN,M, 0 t/m  4 jaar,"133,96230223422918","644,07"
57,BUREN,M, 0 t/m  4 jaar,"67,00555758927085","600,98"
58,CAPELLE AAN DEN IJSSEL,M, 0 t/m  4 jaar,"94,8332423041614","1721,06"
59,CASTRICUM,M, 0 t/m  4 jaar,"39,870721520810335","624,93"
60,COEVORDEN,M, 0 t/m  4 jaar,"104,14809967343099","786,97"
61,CRANENDONCK,M, 0 t/m  4 jaar,"103,46058674870892","455,05"
62,CROMSTRIJEN,M, 0 t/m  4 jaar,"127,77370459155449","271,15"
63,CUIJK,M, 0 t/m  4 jaar,"89,96481287411855","562,99"
64,CULEMBORG,M, 0 t/m  4 jaar,"68,95907621247113","757,75"
65,DALFSEN,M, 0 t/m  4 jaar,"36,34580790744978","629,28"
66,DANTUMADIEL,M, 0 t/m  4 jaar,"80,50123695309003","424,43"
67,DE BILT,M, 0 t/m  4 jaar,"95,43118311698372","903,63"
68,DE FRYSKE MARREN,M, 0 t/m  4 jaar,"59,81561965479708","1286,2"
69,DE MARNE,M, 0 t/m  4 jaar,"73,50270809578107","210,48"
70,DE RONDE VENEN,M, 0 t/m  4 jaar,"88,57724020518754","898,69"
71,DE WOLDEN,M, 0 t/m  4 jaar,"136,35490200401244","453,59"
72,DELFT,M, 0 t/m  4 jaar,"85,77902603236029","2025,94"
73,DELFZIJL,M, 0 t/m  4 jaar,"104,04797417403918","489,43"
74,DEN HELDER,M, 0 t/m  4 jaar,"120,86180581544818","1229,14"
75,DEURNE,M, 0 t/m  4 jaar,"78,21899890286821","701,83"
76,DEVENTER,M, 0 t/m  4 jaar,"86,99909439080827","2506,6"
77,DIEMEN,M, 0 t/m  4 jaar,"65,15481563199945","598,26"
78,DINKELLAND,M, 0 t/m  4 jaar,"93,39573002754821","508,2"
79,DOESBURG,M, 0 t/m  4 jaar,"161,9308934693709","242,09"
80,DOETINCHEM,M, 0 t/m  4 jaar,"126,43625176033798","1249,76"
81,DONGEN,M, 0 t/m  4 jaar,"66,08674490789207","544,47"
82,DONGERADEEL,M, 0 t/m  4 jaar,"50,81032637319696","588,59"
83,DORDRECHT,M, 0 t/m  4 jaar,"99,44099399121491","3068,84"
84,DRECHTERLAND,M, 0 t/m  4 jaar,"107,37877135587058","440,16"
85,DRIMMELEN,M, 0 t/m  4 jaar,"81,3762157624861","548,01"
86,DRONTEN,M, 0 t/m  4 jaar,"102,50598037259765","1052,61"
87,DRUTEN,M, 0 t/m  4 jaar,"119,00643168236604","394,92"
88,DUIVEN,M, 0 t/m  4 jaar,"95,93294232649072","562,65"
89,ECHT-SUSTEREN,M, 0 t/m  4 jaar,"102,2252844727175","558,05"
90,EDAM-VOLENDAM,M, 0 t/m  4 jaar,"164,17402921039448","778,49"
91,EDE,M, 0 t/m  4 jaar,"78,5833991982789","2821,43"
92,EEMNES,M, 0 t/m  4 jaar,"40,69958124386083","193,43"
93,EEMSMOND,M, 0 t/m  4 jaar,"91,5974044214725","355,99"
94,EERSEL,M, 0 t/m  4 jaar,"78,22706647714848","365,84"
95,EIJSDEN-MARGRATEN,M, 0 t/m  4 jaar,"141,399149966867","437,63"
96,EINDHOVEN,M, 0 t/m  4 jaar,"90,83234362628662","5355,12"
97,ELBURG,M, 0 t/m  4 jaar,"93,90208677466774","659,87"
98,EMMEN,M, 0 t/m  4 jaar,"79,76050131722344","2330,66"
99,ENKHUIZEN,M, 0 t/m  4 jaar,"111,72356588163102","472,59"
100,ENSCHEDE,M, 0 t/m  4 jaar,"114,36145143576128","3751,32"
101,EPE,M, 0 t/m  4 jaar,"47,21659546695147","674,16"
102,ERMELO,M, 0 t/m  4 jaar,"123,96046265917809","539,49"
103,ETTEN-LEUR,M, 0 t/m  4 jaar,"149,49544847328247","1048,0"
104,FERWERDERADIEL,M, 0 t/m  4 jaar,"37,08864614634939","246,26"
105,GEERTRUIDENBERG,M, 0 t/m  4 jaar,"87,85756756756756","555,0"
106,GELDERMALSEN,M, 0 t/m  4 jaar,"66,68464527878501","614,99"
107,GELDROP-MIERLO,M, 0 t/m  4 jaar,"185,0154801498293","905,03"
108,GEMERT-BAKEL,M, 0 t/m  4 jaar,"119,91159307527718","719,74"
109,GENNEP,M, 0 t/m  4 jaar,"91,66796494644595","390,26"
110,GIESSENLANDEN,M, 0 t/m  4 jaar,"67,27352409719786","370,79"
111,GILZE EN RIJEN,M, 0 t/m  4 jaar,"94,05682375641823","611,54"
112,GOEREE-OVERFLAKKEE,M, 0 t/m  4 jaar,"112,28342420050451","1106,01"
113,GOES,M, 0 t/m  4 jaar,"94,8073738749566","748,86"
114,GOIRLE,M, 0 t/m  4 jaar,"86,42847978418922","607,94"
115,GOOISE MEREN,M, 0 t/m  4 jaar,"101,85960335121486","1433,51"
116,GORINCHEM,M, 0 t/m  4 jaar,"105,46072896684024","912,25"
117,GOUDA,M, 0 t/m  4 jaar,"128,75729270914417","1888,53"
118,GRAVE,M, 0 t/m  4 jaar,"140,2123042208654","301,36"
119,GRONINGEN,M, 0 t/m  4 jaar,"91,64902672920003","4196,16"
120,GROOTEGAST,M, 0 t/m  4 jaar,"61,867460259853374","275,54"
121,GULPEN-WITTEM,M, 0 t/m  4 jaar,"61,07715186220979","225,27"
122,HAAKSBERGEN,M, 0 t/m  4 jaar,"117,22161075842381","532,42"
123,HAAREN,M, 0 t/m  4 jaar,"99,7728024527008","247,89"
124,HAARLEM,M, 0 t/m  4 jaar,"76,77840863005922","4438,44"
125,HAARLEMMERLIEDE CA,M, 0 t/m  4 jaar,"49,5509963679199","101,87"
126,HAARLEMMERMEER,M, 0 t/m  4 jaar,"80,63673045945745","3749,64"
127,HALDERBERGE,M, 0 t/m  4 jaar,"138,87525046514958","558,96"
128,HARDENBERG,M, 0 t/m  4 jaar,"86,42572149203411","1577,98"
129,HARDERWIJK,M, 0 t/m  4 jaar,"103,89669638952509","1349,13"
130,HARDINXVELD-GIESSENDAM,M, 0 t/m  4 jaar,"137,29035588367066","513,37"
131,HAREN,M, 0 t/m  4 jaar,"46,22094366652803","432,78"
132,HARLINGEN,M, 0 t/m  4 jaar,"57,1406678731975","342,58"
133,HATTEM,M, 0 t/m  4 jaar,"45,14180095467107","278,63"
134,HEEMSKERK,M, 0 t/m  4 jaar,"136,53235060464294","906,32"
135,HEEMSTEDE,M, 0 t/m  4 jaar,"85,6553989161007","583,08"
136,HEERDE,M, 0 t/m  4 jaar,"41,90442739211168","446,99"
137,HEERENVEEN,M, 0 t/m  4 jaar,"60,45886468409753","1169,19"
138,HEERHUGOWAARD,M, 0 t/m  4 jaar,"82,43403472745705","1538,84"
139,HEERLEN,M, 0 t/m  4 jaar,"135,6323085175461","1771,05"
140,HEEZE-LEENDE,M, 0 t/m  4 jaar,"105,42686374531375","325,42"
141,HEILOO,M, 0 t/m  4 jaar,"47,9512337601645","427,96"
142,HELLENDOORN,M, 0 t/m  4 jaar,"64,1101711094671","838,06"
143,HELLEVOETSLUIS,M, 0 t/m  4 jaar,"97,17558186106537","898,84"
144,HELMOND,M, 0 t/m  4 jaar,"93,73426177439819","2348,74"
145,HENDRIK-IDO-AMBACHT,M, 0 t/m  4 jaar,"107,78164094578885","937,63"
146,HENGELO,M, 0 t/m  4 jaar,"89,85354989766014","1968,93"
147,HEUMEN,M, 0 t/m  4 jaar,"138,82470215653748","331,55"
148,HEUSDEN,M, 0 t/m  4 jaar,"105,15510476995841","1016,99"
149,HILLEGOM,M, 0 t/m  4 jaar,"162,49499804611176","511,8"
150,HILVARENBEEK,M, 0 t/m  4 jaar,"68,47695655040549","303,34"
151,HILVERSUM,M, 0 t/m  4 jaar,"72,40364807371365","2127,15"
152,HOF VAN TWENTE,M, 0 t/m  4 jaar,"93,53861116514297","719,74"
153,HOLLANDS KROON,M, 0 t/m  4 jaar,"85,01377243306854","1087,68"
154,HOOGEVEEN,M, 0 t/m  4 jaar,"107,49234960209635","1446,33"
155,HOORN,M, 0 t/m  4 jaar,"106,01810095687428","1958,46"
156,HORST AAN DE MAAS,M, 0 t/m  4 jaar,"91,32170067724114","897,76"
157,HOUTEN,M, 0 t/m  4 jaar,"80,52929589299612","1451,91"
158,HUIZEN,M, 0 t/m  4 jaar,"98,59775213482905","933,33"
159,HULST,M, 0 t/m  4 jaar,"114,19949524454934","427,93"
160,IJSSELSTEIN,M, 0 t/m  4 jaar,"93,01384504624245","902,85"
161,KAAG EN BRAASSEM,M, 0 t/m  4 jaar,"83,68802294197032","592,8"
162,KAMPEN,M, 0 t/m  4 jaar,"59,663781653836224","1588,67"
163,KAPELLE,M, 0 t/m  4 jaar,"168,6224781262215","332,59"
164,KATWIJK,M, 0 t/m  4 jaar,"92,40732671176153","1799,17"
165,KERKRADE,M, 0 t/m  4 jaar,"133,96397635088684","872,76"
166,KOGGENLAND,M, 0 t/m  4 jaar,"75,37627260294788","526,48"
167,KOLLUMERLAND CA,M, 0 t/m  4 jaar,"279,96517210276704","343,69"
168,KORENDIJK,M, 0 t/m  4 jaar,"149,6744294364229","236,17"
169,KRIMPEN AAN DEN IJSSEL,M, 0 t/m  4 jaar,"66,14431559268564","684,68"
170,KRIMPENERWAARD,M, 0 t/m  4 jaar,"112,4563178022321","1281,3"
171,LAARBEEK,M, 0 t/m  4 jaar,"90,81982840800764","493,03"
172,LANDERD,M, 0 t/m  4 jaar,"113,02798099624005","343,09"
173,LANDGRAAF,M, 0 t/m  4 jaar,"75,4493301372079","679,99"
174,LANDSMEER,M, 0 t/m  4 jaar,"49,33943867322763","219,48"
175,LANGEDIJK,M, 0 t/m  4 jaar,"61,887033730637455","621,69"
176,LANSINGERLAND,M, 0 t/m  4 jaar,"107,19769633075363","1936,91"
177,LAREN,M, 0 t/m  4 jaar,"61,51549846411616","179,05"
178,LEEK,M, 0 t/m  4 jaar,"85,59716249168697","451,1"
179,LEERDAM,M, 0 t/m  4 jaar,"82,32931146740457","491,48"
180,LEEUWARDEN,M, 0 t/m  4 jaar,"84,94506866836086","2978,81"
181,LEIDEN,M, 0 t/m  4 jaar,"80,50422952002887","2771,0"
182,LEIDERDORP,M, 0 t/m  4 jaar,"113,61447885578227","613,17"
183,LEIDSCHENDAM-VOORBURG,M, 0 t/m  4 jaar,"103,77607431925013","1797,65"
184,LELYSTAD,M, 0 t/m  4 jaar,"100,21621019108281","2198,0"
185,LEUDAL,M, 0 t/m  4 jaar,"72,10186998310887","668,99"
186,LEUSDEN,M, 0 t/m  4 jaar,"82,30471010946916","715,27"
187,LINGEWAAL,M, 0 t/m  4 jaar,"72,33764627953191","226,45"
188,LINGEWAARD,M, 0 t/m  4 jaar,"97,37252114319044","1097,28"
189,LISSE,M, 0 t/m  4 jaar,"79,00455970361926","526,35"
190,LOCHEM,M, 0 t/m  4 jaar,"137,3224922731104","569,44"
191,LOON OP ZAND,M, 0 t/m  4 jaar,"58,14679991924086","495,3"
192,LOPIK,M, 0 t/m  4 jaar,"76,11125277983692","337,25"
193,LOPPERSUM,M, 0 t/m  4 jaar,"61,31286676381395","253,91"
194,LOSSER,M, 0 t/m  4 jaar,"128,74671731095182","489,69"
195,MAASDRIEL,M, 0 t/m  4 jaar,"67,02969824818857","545,15"
196,MAASGOUW,M, 0 t/m  4 jaar,"150,01192145862552","385,02"
197,MAASSLUIS,M, 0 t/m  4 jaar,"170,93215509657426","761,59"
198,MAASTRICHT,M, 0 t/m  4 jaar,"100,99069592986004","1919,59"
199,MARUM,M, 0 t/m  4 jaar,"78,00972261938804","244,79"
200,MEDEMBLIK,M, 0 t/m  4 jaar,"98,96350350167737","986,67"
201,MEERSSEN,M, 0 t/m  4 jaar,"61,685075729589954","324,84"
202,MEIERIJSTAD,M, 0 t/m  4 jaar,"117,31261235269314","1802,36"
203,MEPPEL,M, 0 t/m  4 jaar,"101,81460241573099","870,13"
204,MIDDELBURG,M, 0 t/m  4 jaar,"117,86293026276526","1139,42"
205,MIDDEN-DELFLAND,M, 0 t/m  4 jaar,"82,14918490615054","461,91"
206,MIDDEN-DRENTHE,M, 0 t/m  4 jaar,"81,8979628955984","659,76"
207,MIDDEN-GRONINGEN,M, 0 t/m  4 jaar,"81,93604376066416","1394,86"
208,MILL EN SINT HUBERT,M, 0 t/m  4 jaar,"125,3610853545459","204,91"
209,MOERDIJK,M, 0 t/m  4 jaar,"102,55308665259982","848,33"
210,MOLENWAARD,M, 0 t/m  4 jaar,"124,82179650219925","857,11"
211,MONTFERLAND,M, 0 t/m  4 jaar,"129,84433240020414","646,57"
212,MONTFOORT,M, 0 t/m  4 jaar,"88,73026496242251","364,58"
213,MOOK EN MIDDELAAR,M, 0 t/m  4 jaar,"45,12489062127118","125,71"
214,NEDER-BETUWE,M, 0 t/m  4 jaar,"105,13351710022447","605,84"
215,NEDERWEERT,M, 0 t/m  4 jaar,"117,31617431997661","307,71"
216,NEERIJNEN,M, 0 t/m  4 jaar,"81,35782356728912","310,6"
217,NIEUWEGEIN,M, 0 t/m  4 jaar,"94,52536454858163","1543,69"
218,NIEUWKOOP,M, 0 t/m  4 jaar,"72,40070720669576","616,51"
219,NIJKERK,M, 0 t/m  4 jaar,"56,9312322667947","1145,45"
220,NIJMEGEN,M, 0 t/m  4 jaar,"104,3602836619895","3825,68"
221,NISSEWAARD,M, 0 t/m  4 jaar,"96,34300542335937","1926,85"
222,NOORD-BEVELAND,M, 0 t/m  4 jaar,"153,05284125075167","133,04"
223,NOORDENVELD,M, 0 t/m  4 jaar,"68,08607060212148","643,89"
224,NOORDOOSTPOLDER,M, 0 t/m  4 jaar,"66,05088650325406","1315,28"
225,NOORDWIJK,M, 0 t/m  4 jaar,"73,831161037451","533,23"
226,NOORDWIJKERHOUT,M, 0 t/m  4 jaar,"76,59262273562615","380,9"
227,NUENEN CA,M, 0 t/m  4 jaar,"115,21917297612114","429,25"
228,NUNSPEET,M, 0 t/m  4 jaar,"100,69650948494464","721,67"
229,NUTH,M, 0 t/m  4 jaar,"118,24006687297693","281,13"
230,OEGSTGEEST,M, 0 t/m  4 jaar,"71,58995394626442","536,33"
231,OIRSCHOT,M, 0 t/m  4 jaar,"138,40869053037403","373,51"
232,OISTERWIJK,M, 0 t/m  4 jaar,"117,24860345883073","522,72"
233,OLDAMBT,M, 0 t/m  4 jaar,"103,22180587941934","741,91"
234,OLDEBROEK,M, 0 t/m  4 jaar,"85,10485067406309","620,12"
235,OLDENZAAL,M, 0 t/m  4 jaar,"115,9269875541327","805,89"
236,OLST-WIJHE,M, 0 t/m  4 jaar,"65,82357034570171","402,37"
237,OMMEN,M, 0 t/m  4 jaar,"41,62155556067978","433,67"
238,ONDERBANKEN,M, 0 t/m  4 jaar,"79,23410024014254","129,09"
239,OOST GELRE,M, 0 t/m  4 jaar,"88,29922480620154","651,45"
240,OOSTERHOUT,M, 0 t/m  4 jaar,"72,03649994481283","1177,81"
241,OOSTSTELLINGWERF,M, 0 t/m  4 jaar,"82,47819567662127","560,21"
242,OOSTZAAN,M, 0 t/m  4 jaar,"24,161851243174468","188,63"
243,OPMEER,M, 0 t/m  4 jaar,"115,43690402952939","260,08"
244,OPSTERLAND,M, 0 t/m  4 jaar,"42,80034894606939","704,98"
245,OSS,M, 0 t/m  4 jaar,"94,49322479598969","1988,87"
246,OUD-BEIJERLAND,M, 0 t/m  4 jaar,"101,49570939185294","589,66"
247,OUDE IJSSELSTREEK,M, 0 t/m  4 jaar,"111,0742192780857","813,67"
248,OUDER-AMSTEL,M, 0 t/m  4 jaar,"83,69289086918933","300,74"
249,OUDEWATER,M, 0 t/m  4 jaar,"49,78922166115271","229,72"
250,OVERBETUWE,M, 0 t/m  4 jaar,"81,08401511150831","1230,85"
251,PAPENDRECHT,M, 0 t/m  4 jaar,"147,70188521156263","835,45"
252,PEEL EN MAAS,M, 0 t/m  4 jaar,"73,56227416440831","885,6"
253,PEKELA,M, 0 t/m  4 jaar,"107,94803432594983","272,68"
254,PIJNACKER-NOOTDORP,M, 0 t/m  4 jaar,"97,88167657227207","1544,58"
255,PURMEREND,M, 0 t/m  4 jaar,"115,20679097131608","1747,32"
256,PUTTEN,M, 0 t/m  4 jaar,"90,70190707403846","654,93"
257,RAALTE,M, 0 t/m  4 jaar,"77,16062305148235","843,59"
258,REIMERSWAAL,M, 0 t/m  4 jaar,"87,05549874243387","723,62"
259,RENKUM,M, 0 t/m  4 jaar,"97,92278151580551","630,16"
260,RENSWOUDE,M, 0 t/m  4 jaar,"60,52285327924273","147,9"
261,REUSEL-DE MIERDEN,M, 0 t/m  4 jaar,"168,16214797970966","343,02"
262,RHEDEN,M, 0 t/m  4 jaar,"83,48110987241422","888,03"
263,RHENEN,M, 0 t/m  4 jaar,"111,49546036317095","500,04"
264,RIDDERKERK,M, 0 t/m  4 jaar,"105,7271505998981","1079,35"
265,RIJSSEN-HOLTEN,M, 0 t/m  4 jaar,"102,06995295391148","1200,95"
266,RIJSWIJK,M, 0 t/m  4 jaar,"104,8830226063489","1170,91"
267,ROERDALEN,M, 0 t/m  4 jaar,"125,97037149585962","394,89"
268,ROERMOND,M, 0 t/m  4 jaar,"123,69926425266638","1281,69"
269,ROOSENDAAL,M, 0 t/m  4 jaar,"136,63711780042664","1814,17"
270,ROTTERDAM,M, 0 t/m  4 jaar,"119,50776083071315","17155,38"
271,ROZENDAAL,M, 0 t/m  4 jaar,"36,28378870673953","27,45"
272,RUCPHEN,M, 0 t/m  4 jaar,"133,7724635561406","410,22"
273,S GRAVENHAGE,M, 0 t/m  4 jaar,"109,69706874010872","14823,66"
274,S HERTOGENBOSCH,M, 0 t/m  4 jaar,"100,75060970713984","3985,52"
275,SCHAGEN,M, 0 t/m  4 jaar,"58,90286709292255","1085,42"
276,SCHERPENZEEL,M, 0 t/m  4 jaar,"81,36230645657449","292,57"
277,SCHIEDAM,M, 0 t/m  4 jaar,"143,64790506029436","1985,26"
278,SCHIERMONNIKOOG,M, 0 t/m  4 jaar,"35,11234567901235","16,2"
279,SCHINNEN,M, 0 t/m  4 jaar,"93,16027254578597","230,42"
280,SCHOUWEN-DUIVELAND,M, 0 t/m  4 jaar,"98,63716750642378","696,63"
281,SIMPELVELD,M, 0 t/m  4 jaar,"147,8703754755472","181,37"
282,SINT ANTHONIS,M, 0 t/m  4 jaar,"81,89885274781936","232,73"
283,SINT-MICHIELSGESTEL,M, 0 t/m  4 jaar,"93,92190392672708","615,78"
284,SITTARD-GELEEN,M, 0 t/m  4 jaar,"91,47813894834653","1808,01"
285,SLIEDRECHT,M, 0 t/m  4 jaar,"129,8194726464789","679,62"
286,SLUIS,M, 0 t/m  4 jaar,"93,12792307312009","404,54"
287,SMALLINGERLAND,M, 0 t/m  4 jaar,"90,4348371201353","1371,87"
288,SOEST,M, 0 t/m  4 jaar,"80,14514276891605","1036,29"
289,SOMEREN,M, 0 t/m  4 jaar,"85,3011734386138","364,74"
290,SON EN BREUGEL,M, 0 t/m  4 jaar,"105,61895751794924","385,81"
291,STADSKANAAL,M, 0 t/m  4 jaar,"106,64999265893407","681,1"
292,STAPHORST,M, 0 t/m  4 jaar,"25,697553729920042","545,32"
293,STEDE BROEC,M, 0 t/m  4 jaar,"80,37699436884093","511,44"
294,STEENBERGEN,M, 0 t/m  4 jaar,"102,54314109023375","506,13"
295,STEENWIJKERLAND,M, 0 t/m  4 jaar,"54,31111111111112","963,9"
296,STEIN,M, 0 t/m  4 jaar,"80,8147253062787","417,92"
297,STICHTSE VECHT,M, 0 t/m  4 jaar,"74,43344571565432","1628,37"
298,STRIJEN,M, 0 t/m  4 jaar,"179,43620538425208","148,21"
299,SUDWEST-FRYSLAN,M, 0 t/m  4 jaar,"64,55436003036544","2199,87"
300,TEN BOER,M, 0 t/m  4 jaar,"62,10281655645359","204,15"
301,TERNEUZEN,M, 0 t/m  4 jaar,"111,57860209258673","1076,18"
302,TERSCHELLING,M, 0 t/m  4 jaar,"50,108030342662836","76,46"
303,TEXEL,M, 0 t/m  4 jaar,"109,4620279315759","242,02"
304,TEYLINGEN,M, 0 t/m  4 jaar,"97,14949062030873","872,63"
305,THOLEN,M, 0 t/m  4 jaar,"141,95443729105534","684,99"
306,TIEL,M, 0 t/m  4 jaar,"103,14267757965507","1026,3"
307,TILBURG,M, 0 t/m  4 jaar,"96,8331521685131","5032,25"
308,TUBBERGEN,M, 0 t/m  4 jaar,"57,9760581445062","514,58"
309,TWENTERAND,M, 0 t/m  4 jaar,"111,93841642228739","961,62"
310,TYNAARLO,M, 0 t/m  4 jaar,"82,90936513894103","719,37"
311,TYTSJERKSTERADIEL,M, 0 t/m  4 jaar,"62,16391297897307","741,43"
312,UDEN,M, 0 t/m  4 jaar,"120,31143459962715","895,79"
313,UITGEEST,M, 0 t/m  4 jaar,"40,14090654398537","339,09"
314,UITHOORN,M, 0 t/m  4 jaar,"75,18130660727543","673,5"
315,URK,M, 0 t/m  4 jaar,"80,59973301904945","831,52"
316,UTRECHT,M, 0 t/m  4 jaar,"95,87316019065322","10393,74"
317,UTRECHTSE HEUVELRUG,M, 0 t/m  4 jaar,"98,10132455452326","905,21"
318,VAALS,M, 0 t/m  4 jaar,"98,24758105584792","117,82"
319,VALKENBURG AAN DE GEUL,M, 0 t/m  4 jaar,"52,03696263559662","273,79"
320,VALKENSWAARD,M, 0 t/m  4 jaar,"65,07895127870692","605,69"
321,VEENDAM,M, 0 t/m  4 jaar,"71,05051912651987","653,02"
322,VEENENDAAL,M, 0 t/m  4 jaar,"75,73942462627085","1743,91"
323,VEERE,M, 0 t/m  4 jaar,"210,55303046363233","471,71"
324,VELDHOVEN,M, 0 t/m  4 jaar,"71,31882798435657","966,54"
325,VELSEN,M, 0 t/m  4 jaar,"86,85817834185876","1401,69"
326,VENLO,M, 0 t/m  4 jaar,"111,5329634555821","2150,26"
327,VENRAY,M, 0 t/m  4 jaar,"125,7211174970034","976,11"
328,VIANEN,M, 0 t/m  4 jaar,"72,61084815404136","496,49"
329,VLAARDINGEN,M, 0 t/m  4 jaar,"150,97121386261162","1696,65"
330,VLIELAND,M, 0 t/m  4 jaar,"39,860750360750366","13,86"
331,VLISSINGEN,M, 0 t/m  4 jaar,"115,36259328831802","984,85"
332,VOERENDAAL,M, 0 t/m  4 jaar,"117,11671482357062","228,42"
333,VOORSCHOTEN,M, 0 t/m  4 jaar,"111,07875868069542","620,63"
334,VOORST,M, 0 t/m  4 jaar,"108,77750424945782","511,83"
335,VUGHT,M, 0 t/m  4 jaar,"76,38873713289195","647,97"
336,WAADHOEKE,M, 0 t/m  4 jaar,"80,91289211408625","1088,65"
337,WAALRE,M, 0 t/m  4 jaar,"77,35168509804858","418,67"
338,WAALWIJK,M, 0 t/m  4 jaar,"87,73060624894062","1061,94"
339,WADDINXVEEN,M, 0 t/m  4 jaar,"99,61821795508824","623,89"
340,WAGENINGEN,M, 0 t/m  4 jaar,"55,004186400541265","709,44"
341,WASSENAAR,M, 0 t/m  4 jaar,"94,44022867862166","447,79"
342,WATERLAND,M, 0 t/m  4 jaar,"63,35961991391213","369,39"
343,WEERT,M, 0 t/m  4 jaar,"121,10834868944406","993,09"
