,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
0,AA EN HUNZE,M, 0 t/m  4 jaar,"106,04077653260194","466,69"
1,AALBURG,M, 0 t/m  4 jaar,"80,70422422954304","376,4"
2,AALSMEER,M, 0 t/m  4 jaar,"81,79868072172283","773,15"
3,AALTEN,M, 0 t/m  4 jaar,"113,531929149415","582,07"
4,ACHTKARSPELEN,M, 0 t/m  4 jaar,"90,61336276083466","697,76"
5,ALBLASSERDAM,M, 0 t/m  4 jaar,"168,58646296722966","564,23"
6,ALBRANDSWAARD,M, 0 t/m  4 jaar,"90,73318654923939","649,48"
7,ALKMAAR,M, 0 t/m  4 jaar,"98,65519359635618","2669,73"
8,ALMELO,M, 0 t/m  4 jaar,"129,97062712836296","1709,06"
9,ALMERE,M, 0 t/m  4 jaar,"112,983943594578","5600,88"
10,ALPHEN AAN DEN RIJN,M, 0 t/m  4 jaar,"91,72161726899323","2707,28"
11,ALPHEN-CHAAM,M, 0 t/m  4 jaar,"61,0508695652174","207,0"
12,AMELAND,M, 0 t/m  4 jaar,"18,37377922462267","101,37"
13,AMERSFOORT,M, 0 t/m  4 jaar,"89,81924563379765","4367,64"
14,AMSTELVEEN,M, 0 t/m  4 jaar,"125,214601527387","2189,36"
15,AMSTERDAM,M, 0 t/m  4 jaar,"88,79288941111048","21651,09"
16,APELDOORN,M, 0 t/m  4 jaar,"88,09224757031048","3720,64"
17,APPINGEDAM,M, 0 t/m  4 jaar,"110,36991201381464","243,22"
18,ARNHEM,M, 0 t/m  4 jaar,"97,64161014341109","4061,75"
19,ASSEN,M, 0 t/m  4 jaar,"75,89536395147314","1615,6"
20,ASTEN,M, 0 t/m  4 jaar,"99,50122311980886","351,56"
21,BAARLE-NASSAU,M, 0 t/m  4 jaar,"56,135693898017436","129,63"
22,BAARN,M, 0 t/m  4 jaar,"60,25352320792007","541,41"
23,BARENDRECHT,M, 0 t/m  4 jaar,"139,85848161421615","1275,17"
24,BARNEVELD,M, 0 t/m  4 jaar,"100,59760362514248","1798,55"
25,BEDUM,M, 0 t/m  4 jaar,"91,44033365261814","250,56"
26,BEEK,M, 0 t/m  4 jaar,"161,187061325771","282,1"
27,BEEMSTER,M, 0 t/m  4 jaar,"58,4151413463494","196,68"
28,BEESEL,M, 0 t/m  4 jaar,"492,124812853752","273,85"
29,BERG EN DAL,M, 0 t/m  4 jaar,"72,22985442806676","656,72"
30,BERGEIJK,M, 0 t/m  4 jaar,"110,46469044666802","346,79"
31,BERGEN LB,M, 0 t/m  4 jaar,"135,33911772764637","218,98"
32,BERGEN NH,M, 0 t/m  4 jaar,"118,2379704080861","396,73"
33,BERGEN OP ZOOM,M, 0 t/m  4 jaar,"112,28266208755498","1461,71"
34,BERKELLAND,M, 0 t/m  4 jaar,"80,86475666811363","829,32"
35,BERNHEZE,M, 0 t/m  4 jaar,"125,83512598721323","664,75"
36,BEST,M, 0 t/m  4 jaar,"65,55396965586854","634,06"
37,BEUNINGEN,M, 0 t/m  4 jaar,"81,42469481377809","514,44"
38,BEVERWIJK,M, 0 t/m  4 jaar,"97,64933149265305","1057,58"
39,BINNENMAAS,M, 0 t/m  4 jaar,"90,33879295892707","596,5"
40,BLADEL,M, 0 t/m  4 jaar,"99,11322798099238","452,45"
41,BLARICUM,M, 0 t/m  4 jaar,"66,98896814075131","210,3"
42,BLOEMENDAAL,M, 0 t/m  4 jaar,"77,96801619433198","444,6"
43,BODEGRAVEN-REEUWIJK,M, 0 t/m  4 jaar,"106,49694716972337","858,22"
44,BOEKEL,M, 0 t/m  4 jaar,"94,04472357027309","210,18"
45,BORGER-ODOORN,M, 0 t/m  4 jaar,"70,8586052067886","485,52"
46,BORNE,M, 0 t/m  4 jaar,"80,22933313961936","550,64"
47,BORSELE,M, 0 t/m  4 jaar,"162,6674748680456","536,17"
48,BOXMEER,M, 0 t/m  4 jaar,"109,79506128334536","499,32"
49,BOXTEL,M, 0 t/m  4 jaar,"67,20291159883129","588,68"
50,BREDA,M, 0 t/m  4 jaar,"94,18110295114461","4278,34"
51,BRIELLE,M, 0 t/m  4 jaar,"91,61720522007823","304,21"
52,BRONCKHORST,M, 0 t/m  4 jaar,"146,7753367333595","611,76"
53,BRUMMEN,M, 0 t/m  4 jaar,"79,91916461265272","377,31"
54,BRUNSSUM,M, 0 t/m  4 jaar,"128,59498381008603","558,99"
55,BUNNIK,M, 0 t/m  4 jaar,"66,0774164636025","357,03"
56,BUNSCHOTEN,M, 0 t/m  4 jaar,"102,12978139832805","608,87"
57,BUREN,M, 0 t/m  4 jaar,"63,86612773964249","573,98"
58,CAPELLE AAN DEN IJSSEL,M, 0 t/m  4 jaar,"91,22586246341021","1704,71"
59,CASTRICUM,M, 0 t/m  4 jaar,"68,24831899685002","660,32"
60,COEVORDEN,M, 0 t/m  4 jaar,"86,24516458135548","705,73"
61,CRANENDONCK,M, 0 t/m  4 jaar,"67,62749213011543","419,32"
62,CROMSTRIJEN,M, 0 t/m  4 jaar,"133,42815483561697","250,33"
63,CUIJK,M, 0 t/m  4 jaar,"125,5163287086446","562,2"
64,CULEMBORG,M, 0 t/m  4 jaar,"90,31122811168954","676,16"
65,DALFSEN,M, 0 t/m  4 jaar,"31,99203143590707","638,76"
66,DANTUMADIEL,M, 0 t/m  4 jaar,"153,61424653579678","415,68"
67,DE BILT,M, 0 t/m  4 jaar,"101,95321380316126","932,54"
68,DE FRYSKE MARREN,M, 0 t/m  4 jaar,"79,49482101737492","1194,25"
69,DE MARNE,M, 0 t/m  4 jaar,"73,78168264110757","187,8"
70,DE RONDE VENEN,M, 0 t/m  4 jaar,"90,9460696137069","889,48"
71,DE WOLDEN,M, 0 t/m  4 jaar,"96,35143113287998","457,33"
72,DELFT,M, 0 t/m  4 jaar,"106,73625022313017","2016,76"
73,DELFZIJL,M, 0 t/m  4 jaar,"88,89723053387027","444,49"
74,DEN HELDER,M, 0 t/m  4 jaar,"99,18901776153928","1223,43"
75,DEURNE,M, 0 t/m  4 jaar,"63,34178159807634","723,62"
76,DEVENTER,M, 0 t/m  4 jaar,"99,81823307328644","2394,44"
77,DIEMEN,M, 0 t/m  4 jaar,"63,51517918283497","613,34"
78,DINKELLAND,M, 0 t/m  4 jaar,"100,52590347216754","508,04"
79,DOESBURG,M, 0 t/m  4 jaar,"159,28006004503376","199,85"
80,DOETINCHEM,M, 0 t/m  4 jaar,"111,7837239082103","1272,91"
81,DONGEN,M, 0 t/m  4 jaar,"87,67732870641042","530,23"
82,DONGERADEEL,M, 0 t/m  4 jaar,"78,1062870184209","552,09"
83,DORDRECHT,M, 0 t/m  4 jaar,"98,659464982289","2955,79"
84,DRECHTERLAND,M, 0 t/m  4 jaar,"53,996894057902026","441,09"
85,DRIMMELEN,M, 0 t/m  4 jaar,"70,00991114775121","545,85"
86,DRONTEN,M, 0 t/m  4 jaar,"96,35496509699972","946,91"
87,DRUTEN,M, 0 t/m  4 jaar,"97,72226559345303","371,47"
88,DUIVEN,M, 0 t/m  4 jaar,"178,63238011773896","524,89"
89,ECHT-SUSTEREN,M, 0 t/m  4 jaar,"113,8466788897562","550,87"
90,EDAM-VOLENDAM,M, 0 t/m  4 jaar,"155,04126689779355","744,18"
91,EDE,M, 0 t/m  4 jaar,"95,61893135571755","2842,48"
92,EEMNES,M, 0 t/m  4 jaar,"68,7423726953468","182,24"
93,EEMSMOND,M, 0 t/m  4 jaar,"58,43993292609893","333,96"
94,EERSEL,M, 0 t/m  4 jaar,"88,86325191684452","379,53"
95,EIJSDEN-MARGRATEN,M, 0 t/m  4 jaar,"197,8207737481508","446,14"
96,EINDHOVEN,M, 0 t/m  4 jaar,"91,87798879906516","4912,09"
97,ELBURG,M, 0 t/m  4 jaar,"66,48561571579278","701,46"
98,EMMEN,M, 0 t/m  4 jaar,"140,93004858455734","2126,19"
99,ENKHUIZEN,M, 0 t/m  4 jaar,"57,87380045866453","449,13"
100,ENSCHEDE,M, 0 t/m  4 jaar,"120,44039410472344","3682,27"
101,EPE,M, 0 t/m  4 jaar,"40,15876838117254","622,92"
102,ERMELO,M, 0 t/m  4 jaar,"98,07935729847496","550,8"
103,ETTEN-LEUR,M, 0 t/m  4 jaar,"68,36684026899934","988,85"
104,FERWERDERADIEL,M, 0 t/m  4 jaar,"37,43111923093654","229,89"
105,GEERTRUIDENBERG,M, 0 t/m  4 jaar,"69,88992992524058","512,31"
106,GELDERMALSEN,M, 0 t/m  4 jaar,"89,11479206359634","608,84"
107,GELDROP-MIERLO,M, 0 t/m  4 jaar,"129,2291789207677","918,06"
108,GEMERT-BAKEL,M, 0 t/m  4 jaar,"120,89775666172667","688,26"
109,GENNEP,M, 0 t/m  4 jaar,"96,88574064704306","335,99"
110,GIESSENLANDEN,M, 0 t/m  4 jaar,"75,80413396408987","372,04"
111,GILZE EN RIJEN,M, 0 t/m  4 jaar,"83,51473016887752","563,13"
112,GOEREE-OVERFLAKKEE,M, 0 t/m  4 jaar,"131,48487625215736","1124,06"
113,GOES,M, 0 t/m  4 jaar,"160,59119555638634","748,94"
114,GOIRLE,M, 0 t/m  4 jaar,"81,48899296631949","591,44"
115,GOOISE MEREN,M, 0 t/m  4 jaar,"100,59699633438912","1404,95"
116,GORINCHEM,M, 0 t/m  4 jaar,"63,44483383117341","850,34"
117,GOUDA,M, 0 t/m  4 jaar,"139,2274198652993","1801,03"
118,GRAVE,M, 0 t/m  4 jaar,"114,44370836140429","267,18"
119,GRONINGEN,M, 0 t/m  4 jaar,"109,95713794359244","3954,08"
120,GROOTEGAST,M, 0 t/m  4 jaar,"119,79743551176958","265,94"
121,GULPEN-WITTEM,M, 0 t/m  4 jaar,"63,80068681318681","218,4"
122,HAAKSBERGEN,M, 0 t/m  4 jaar,"93,25237237723327","494,23"
123,HAAREN,M, 0 t/m  4 jaar,"78,42600974930362","229,76"
124,HAARLEM,M, 0 t/m  4 jaar,"70,97225965754373","4333,4"
125,HAARLEMMERLIEDE CA,M, 0 t/m  4 jaar,"39,840225563909776","101,08"
126,HAARLEMMERMEER,M, 0 t/m  4 jaar,"86,42664579449963","3315,42"
127,HALDERBERGE,M, 0 t/m  4 jaar,"83,0124422906912","610,82"
128,HARDENBERG,M, 0 t/m  4 jaar,"91,60898649003838","1521,84"
129,HARDERWIJK,M, 0 t/m  4 jaar,"126,94752071550704","1292,51"
130,HARDINXVELD-GIESSENDAM,M, 0 t/m  4 jaar,"95,93884234424286","497,73"
131,HAREN,M, 0 t/m  4 jaar,"106,01012478859074","437,54"
132,HARLINGEN,M, 0 t/m  4 jaar,"86,78996241432677","316,61"
133,HATTEM,M, 0 t/m  4 jaar,"56,03778013568696","311,01"
134,HEEMSKERK,M, 0 t/m  4 jaar,"123,4258843582326","833,09"
135,HEEMSTEDE,M, 0 t/m  4 jaar,"111,97539735495903","584,49"
136,HEERDE,M, 0 t/m  4 jaar,"56,34596334819217","403,8"
137,HEERENVEEN,M, 0 t/m  4 jaar,"71,50602640456458","1200,55"
138,HEERHUGOWAARD,M, 0 t/m  4 jaar,"100,39706915311196","1452,14"
139,HEERLEN,M, 0 t/m  4 jaar,"205,1214065864548","1643,98"
140,HEEZE-LEENDE,M, 0 t/m  4 jaar,"112,72545477593965","315,54"
141,HEILOO,M, 0 t/m  4 jaar,"103,05085661367494","388,74"
142,HELLENDOORN,M, 0 t/m  4 jaar,"59,83535793414317","785,34"
143,HELLEVOETSLUIS,M, 0 t/m  4 jaar,"151,76111710415918","834,3"
144,HELMOND,M, 0 t/m  4 jaar,"91,98771039034695","2239,29"
145,HENDRIK-IDO-AMBACHT,M, 0 t/m  4 jaar,"111,499804190327","919,26"
146,HENGELO,M, 0 t/m  4 jaar,"111,36991167589737","1857,93"
147,HEUMEN,M, 0 t/m  4 jaar,"117,58809242274135","312,91"
148,HEUSDEN,M, 0 t/m  4 jaar,"100,94785931003484","978,89"
149,HILLEGOM,M, 0 t/m  4 jaar,"84,65816491511721","494,8"
150,HILVARENBEEK,M, 0 t/m  4 jaar,"99,04990121942912","293,58"
151,HILVERSUM,M, 0 t/m  4 jaar,"64,13446526688497","2180,34"
152,HOF VAN TWENTE,M, 0 t/m  4 jaar,"109,22192125799792","682,99"
153,HOLLANDS KROON,M, 0 t/m  4 jaar,"109,7333982568048","1026,85"
154,HOOGEVEEN,M, 0 t/m  4 jaar,"106,07011356528686","1326,99"
155,HOORN,M, 0 t/m  4 jaar,"83,57047608612284","1825,3"
156,HORST AAN DE MAAS,M, 0 t/m  4 jaar,"120,53515670579449","857,02"
157,HOUTEN,M, 0 t/m  4 jaar,"82,26186712468271","1315,82"
158,HUIZEN,M, 0 t/m  4 jaar,"102,05379108363164","921,9"
159,HULST,M, 0 t/m  4 jaar,"78,98550993438899","431,33"
160,IJSSELSTEIN,M, 0 t/m  4 jaar,"100,93149653170063","823,17"
161,KAAG EN BRAASSEM,M, 0 t/m  4 jaar,"96,12903170785789","586,29"
162,KAMPEN,M, 0 t/m  4 jaar,"48,42645652373279","1526,58"
163,KAPELLE,M, 0 t/m  4 jaar,"123,89395888906324","318,65"
164,KATWIJK,M, 0 t/m  4 jaar,"64,18162879000012","1785,62"
165,KERKRADE,M, 0 t/m  4 jaar,"119,60223263133305","813,39"
166,KOGGENLAND,M, 0 t/m  4 jaar,"94,75491001418862","535,64"
167,KOLLUMERLAND CA,M, 0 t/m  4 jaar,"304,6178843423261","309,88"
168,KORENDIJK,M, 0 t/m  4 jaar,"93,6654588857155","234,59"
169,KRIMPEN AAN DEN IJSSEL,M, 0 t/m  4 jaar,"138,57164327236637","705,3"
170,KRIMPENERWAARD,M, 0 t/m  4 jaar,"113,09195986384681","1239,78"
171,LAARBEEK,M, 0 t/m  4 jaar,"110,54151479189625","471,88"
172,LANDERD,M, 0 t/m  4 jaar,"136,0963627215958","337,89"
173,LANDGRAAF,M, 0 t/m  4 jaar,"144,46619684663162","669,76"
174,LANDSMEER,M, 0 t/m  4 jaar,"46,33502875699362","255,59"
175,LANGEDIJK,M, 0 t/m  4 jaar,"126,5396623128385","627,8"
176,LANSINGERLAND,M, 0 t/m  4 jaar,"94,17445185393903","1916,46"
177,LAREN,M, 0 t/m  4 jaar,"91,05165493875423","191,85"
178,LEEK,M, 0 t/m  4 jaar,"69,18584385138175","422,29"
179,LEERDAM,M, 0 t/m  4 jaar,"65,90508695568808","521,53"
180,LEEUWARDEN,M, 0 t/m  4 jaar,"86,8787923973465","2883,73"
181,LEIDEN,M, 0 t/m  4 jaar,"112,98186069009996","2728,88"
182,LEIDERDORP,M, 0 t/m  4 jaar,"87,74501269495828","634,11"
183,LEIDSCHENDAM-VOORBURG,M, 0 t/m  4 jaar,"110,05685258731765","1885,93"
184,LELYSTAD,M, 0 t/m  4 jaar,"109,67071172479909","2044,47"
185,LEUDAL,M, 0 t/m  4 jaar,"138,5794997238223","633,65"
186,LEUSDEN,M, 0 t/m  4 jaar,"76,37653820437313","702,93"
187,LINGEWAAL,M, 0 t/m  4 jaar,"128,12342970228875","232,44"
188,LINGEWAARD,M, 0 t/m  4 jaar,"76,40784104494571","1012,11"
189,LISSE,M, 0 t/m  4 jaar,"59,32934749388753","523,52"
190,LOCHEM,M, 0 t/m  4 jaar,"62,04907332657723","582,19"
191,LOON OP ZAND,M, 0 t/m  4 jaar,"68,32785475980924","488,57"
192,LOPIK,M, 0 t/m  4 jaar,"57,46809328549462","312,16"
193,LOPPERSUM,M, 0 t/m  4 jaar,"62,80172852058973","216,37"
194,LOSSER,M, 0 t/m  4 jaar,"79,03651270317937","419,58"
195,MAASDRIEL,M, 0 t/m  4 jaar,"110,47491074200558","515,36"
196,MAASGOUW,M, 0 t/m  4 jaar,"167,2634624061148","376,79"
197,MAASSLUIS,M, 0 t/m  4 jaar,"124,70845804382684","748,4"
198,MAASTRICHT,M, 0 t/m  4 jaar,"148,44461015649136","1877,42"
199,MARUM,M, 0 t/m  4 jaar,"67,309905225195","238,46"
200,MEDEMBLIK,M, 0 t/m  4 jaar,"150,95142255777665","954,97"
201,MEERSSEN,M, 0 t/m  4 jaar,"98,87986252148102","320,05"
202,MEIERIJSTAD,M, 0 t/m  4 jaar,"107,02607422203769","1782,22"
203,MEPPEL,M, 0 t/m  4 jaar,"75,3072991234019","796,26"
204,MIDDELBURG,M, 0 t/m  4 jaar,"89,79636972813059","1122,23"
205,MIDDEN-DELFLAND,M, 0 t/m  4 jaar,"80,233872640531","482,1"
206,MIDDEN-DRENTHE,M, 0 t/m  4 jaar,"95,59790802579396","660,62"
207,MIDDEN-GRONINGEN,M, 0 t/m  4 jaar,"93,4307407658115","1329,57"
208,MILL EN SINT HUBERT,M, 0 t/m  4 jaar,"71,98934374340578","189,56"
209,MOERDIJK,M, 0 t/m  4 jaar,"118,81191033467654","828,86"
210,MOLENWAARD,M, 0 t/m  4 jaar,"86,13519581861014","815,04"
211,MONTFERLAND,M, 0 t/m  4 jaar,"70,46079644948976","662,44"
212,MONTFOORT,M, 0 t/m  4 jaar,"160,37020851185375","350,1"
213,MOOK EN MIDDELAAR,M, 0 t/m  4 jaar,"190,95683936518597","119,09"
214,NEDER-BETUWE,M, 0 t/m  4 jaar,"87,48261666613064","621,86"
215,NEDERWEERT,M, 0 t/m  4 jaar,"109,54202852614898","315,5"
216,NEERIJNEN,M, 0 t/m  4 jaar,"86,73580678819124","325,86"
217,NIEUWEGEIN,M, 0 t/m  4 jaar,"86,86930986738062","1523,91"
218,NIEUWKOOP,M, 0 t/m  4 jaar,"91,98063256931238","599,46"
219,NIJKERK,M, 0 t/m  4 jaar,"72,18061733266376","1115,12"
220,NIJMEGEN,M, 0 t/m  4 jaar,"90,50931550377334","3776,5"
221,NISSEWAARD,M, 0 t/m  4 jaar,"161,11524910873675","1910,21"
222,NOORD-BEVELAND,M, 0 t/m  4 jaar,"161,32809194753915","141,82"
223,NOORDENVELD,M, 0 t/m  4 jaar,"88,75688335236049","595,64"
224,NOORDOOSTPOLDER,M, 0 t/m  4 jaar,"89,54838633240132","1266,06"
225,NOORDWIJK,M, 0 t/m  4 jaar,"97,20883403702501","523,43"
226,NOORDWIJKERHOUT,M, 0 t/m  4 jaar,"87,66504536014865","365,96"
227,NUENEN CA,M, 0 t/m  4 jaar,"127,04922554636113","471,3"
228,NUNSPEET,M, 0 t/m  4 jaar,"96,19041883926548","705,76"
229,NUTH,M, 0 t/m  4 jaar,"108,76691758956372","253,73"
230,OEGSTGEEST,M, 0 t/m  4 jaar,"68,90502147936898","554,02"
231,OIRSCHOT,M, 0 t/m  4 jaar,"58,69244298195847","352,52"
232,OISTERWIJK,M, 0 t/m  4 jaar,"63,022595941561555","520,89"
233,OLDAMBT,M, 0 t/m  4 jaar,"95,3416487957168","685,47"
234,OLDEBROEK,M, 0 t/m  4 jaar,"52,122858501237765","609,97"
235,OLDENZAAL,M, 0 t/m  4 jaar,"96,30779860952815","701,92"
236,OLST-WIJHE,M, 0 t/m  4 jaar,"75,88255798715765","381,55"
237,OMMEN,M, 0 t/m  4 jaar,"64,7227968944245","426,33"
238,ONDERBANKEN,M, 0 t/m  4 jaar,"149,23093030212385","133,72"
239,OOST GELRE,M, 0 t/m  4 jaar,"72,79521179912408","577,67"
240,OOSTERHOUT,M, 0 t/m  4 jaar,"111,85458616935591","1129,81"
241,OOSTSTELLINGWERF,M, 0 t/m  4 jaar,"67,85466297322253","541,5"
242,OOSTZAAN,M, 0 t/m  4 jaar,"85,99441920189649","202,48"
243,OPMEER,M, 0 t/m  4 jaar,"77,53193734960105","236,87"
244,OPSTERLAND,M, 0 t/m  4 jaar,"124,39930403160072","637,96"
245,OSS,M, 0 t/m  4 jaar,"119,37768462506597","1970,48"
246,OUD-BEIJERLAND,M, 0 t/m  4 jaar,"157,14658245568341","614,33"
247,OUDE IJSSELSTREEK,M, 0 t/m  4 jaar,"115,64145881578781","790,23"
248,OUDER-AMSTEL,M, 0 t/m  4 jaar,"63,22878157359915","309,99"
249,OUDEWATER,M, 0 t/m  4 jaar,"55,97551984877127","211,6"
250,OVERBETUWE,M, 0 t/m  4 jaar,"72,65747284085872","1195,73"
251,PAPENDRECHT,M, 0 t/m  4 jaar,"151,83778088196337","830,42"
252,PEEL EN MAAS,M, 0 t/m  4 jaar,"101,03341599202587","822,66"
253,PEKELA,M, 0 t/m  4 jaar,"140,36958501839908","274,47"
254,PIJNACKER-NOOTDORP,M, 0 t/m  4 jaar,"110,58647191743462","1411,73"
255,PURMEREND,M, 0 t/m  4 jaar,"109,38423994660438","1678,04"
256,PUTTEN,M, 0 t/m  4 jaar,"188,2113765195452","610,38"
257,RAALTE,M, 0 t/m  4 jaar,"100,2790637283254","847,19"
258,REIMERSWAAL,M, 0 t/m  4 jaar,"159,2597089785914","705,79"
259,RENKUM,M, 0 t/m  4 jaar,"105,95411947141316","593,28"
260,RENSWOUDE,M, 0 t/m  4 jaar,"54,03099480326652","161,64"
261,REUSEL-DE MIERDEN,M, 0 t/m  4 jaar,"133,51034690799398","331,5"
262,RHEDEN,M, 0 t/m  4 jaar,"106,79824550976501","841,27"
263,RHENEN,M, 0 t/m  4 jaar,"68,01242472266244","473,25"
264,RIDDERKERK,M, 0 t/m  4 jaar,"85,20046958632628","1005,14"
265,RIJSSEN-HOLTEN,M, 0 t/m  4 jaar,"134,7299034514553","1127,93"
266,RIJSWIJK,M, 0 t/m  4 jaar,"101,45033782448931","1265,45"
267,ROERDALEN,M, 0 t/m  4 jaar,"136,17668691601514","367,09"
268,ROERMOND,M, 0 t/m  4 jaar,"158,9220974217739","1205,48"
269,ROOSENDAAL,M, 0 t/m  4 jaar,"146,56390617244045","1732,54"
270,ROTTERDAM,M, 0 t/m  4 jaar,"123,79796951091154","17006,74"
271,ROZENDAAL,M, 0 t/m  4 jaar,"123,36400986031224","24,34"
272,RUCPHEN,M, 0 t/m  4 jaar,"143,6212321070888","409,38"
273,S GRAVENHAGE,M, 0 t/m  4 jaar,"132,48585405670428","14603,48"
274,S HERTOGENBOSCH,M, 0 t/m  4 jaar,"106,99295315251668","3878,33"
275,SCHAGEN,M, 0 t/m  4 jaar,"69,98604855659933","932,52"
276,SCHERPENZEEL,M, 0 t/m  4 jaar,"36,927865543879186","287,38"
277,SCHIEDAM,M, 0 t/m  4 jaar,"137,8885872070983","1952,02"
278,SCHIERMONNIKOOG,M, 0 t/m  4 jaar,"18,96105527638191","15,92"
279,SCHINNEN,M, 0 t/m  4 jaar,"80,02457613302902","245,36"
280,SCHOUWEN-DUIVELAND,M, 0 t/m  4 jaar,"117,62167328998072","664,32"
281,SIMPELVELD,M, 0 t/m  4 jaar,"131,98628900299047","177,23"
282,SINT ANTHONIS,M, 0 t/m  4 jaar,"93,75033857936766","214,13"
283,SINT-MICHIELSGESTEL,M, 0 t/m  4 jaar,"107,36204558451108","612,05"
284,SITTARD-GELEEN,M, 0 t/m  4 jaar,"82,62164832697057","1781,2"
285,SLIEDRECHT,M, 0 t/m  4 jaar,"90,73393205998511","711,51"
286,SLUIS,M, 0 t/m  4 jaar,"90,5187784755572","406,05"
287,SMALLINGERLAND,M, 0 t/m  4 jaar,"81,39510847472937","1328,42"
288,SOEST,M, 0 t/m  4 jaar,"97,11246483616625","1009,56"
289,SOMEREN,M, 0 t/m  4 jaar,"97,26797430921357","432,84"
290,SON EN BREUGEL,M, 0 t/m  4 jaar,"110,79392936581131","368,66"
291,STADSKANAAL,M, 0 t/m  4 jaar,"111,32576990485728","639,04"
292,STAPHORST,M, 0 t/m  4 jaar,"31,78138711832578","553,81"
293,STEDE BROEC,M, 0 t/m  4 jaar,"75,74656924911511","528,31"
294,STEENBERGEN,M, 0 t/m  4 jaar,"148,32303012253234","470,08"
295,STEENWIJKERLAND,M, 0 t/m  4 jaar,"55,65622536395649","951,35"
296,STEIN,M, 0 t/m  4 jaar,"102,09415043168869","401,91"
297,STICHTSE VECHT,M, 0 t/m  4 jaar,"80,84168778090425","1570,82"
298,STRIJEN,M, 0 t/m  4 jaar,"114,9516581632653","156,8"
299,SUDWEST-FRYSLAN,M, 0 t/m  4 jaar,"79,90794017231387","2053,23"
300,TEN BOER,M, 0 t/m  4 jaar,"166,94738895390958","179,43"
301,TERNEUZEN,M, 0 t/m  4 jaar,"86,65114052815301","1034,17"
302,TERSCHELLING,M, 0 t/m  4 jaar,"35,00670163170163","68,64"
303,TEXEL,M, 0 t/m  4 jaar,"67,12978416111692","249,26"
304,TEYLINGEN,M, 0 t/m  4 jaar,"83,57838305556602","797,43"
305,THOLEN,M, 0 t/m  4 jaar,"115,65544182289808","643,81"
306,TIEL,M, 0 t/m  4 jaar,"136,31647546274127","960,58"
307,TILBURG,M, 0 t/m  4 jaar,"96,3347749583444","4927,31"
308,TUBBERGEN,M, 0 t/m  4 jaar,"76,13553771392351","473,3"
309,TWENTERAND,M, 0 t/m  4 jaar,"95,75357094272889","882,12"
310,TYNAARLO,M, 0 t/m  4 jaar,"91,32656816797733","755,34"
311,TYTSJERKSTERADIEL,M, 0 t/m  4 jaar,"71,02068751411154","708,64"
312,UDEN,M, 0 t/m  4 jaar,"111,02272379160195","914,02"
313,UITGEEST,M, 0 t/m  4 jaar,"91,66863017504863","359,9"
314,UITHOORN,M, 0 t/m  4 jaar,"80,62565231446561","649,61"
315,URK,M, 0 t/m  4 jaar,"65,26823096388314","825,93"
316,UTRECHT,M, 0 t/m  4 jaar,"93,7232932353094","10197,51"
317,UTRECHTSE HEUVELRUG,M, 0 t/m  4 jaar,"110,78665977249224","967,0"
318,VAALS,M, 0 t/m  4 jaar,"46,97509996364958","110,04"
319,VALKENBURG AAN DE GEUL,M, 0 t/m  4 jaar,"75,48084587230582","245,9"
320,VALKENSWAARD,M, 0 t/m  4 jaar,"65,61637204632652","557,78"
321,VEENDAM,M, 0 t/m  4 jaar,"139,0261472225139","571,38"
322,VEENENDAAL,M, 0 t/m  4 jaar,"85,72047006310073","1738,49"
323,VEERE,M, 0 t/m  4 jaar,"116,47943312805937","506,64"
324,VELDHOVEN,M, 0 t/m  4 jaar,"92,74552653386944","977,43"
325,VELSEN,M, 0 t/m  4 jaar,"74,93454360222432","1413,46"
326,VENLO,M, 0 t/m  4 jaar,"140,19978932918983","2098,06"
327,VENRAY,M, 0 t/m  4 jaar,"105,39245112845038","953,52"
328,VIANEN,M, 0 t/m  4 jaar,"99,04212681474128","483,54"
329,VLAARDINGEN,M, 0 t/m  4 jaar,"102,80954474599305","1751,33"
330,VLIELAND,M, 0 t/m  4 jaar,"17,898058252427184","12,36"
331,VLISSINGEN,M, 0 t/m  4 jaar,"106,21587175355252","955,66"
332,VOERENDAAL,M, 0 t/m  4 jaar,"220,38327217512335","237,09"
333,VOORSCHOTEN,M, 0 t/m  4 jaar,"85,9275465073095","592,38"
334,VOORST,M, 0 t/m  4 jaar,"72,64423577538119","537,8"
335,VUGHT,M, 0 t/m  4 jaar,"81,04902903586053","644,72"
336,WAADHOEKE,M, 0 t/m  4 jaar,"70,26575538264869","993,47"
337,WAALRE,M, 0 t/m  4 jaar,"70,35737656157049","403,44"
338,WAALWIJK,M, 0 t/m  4 jaar,"114,27785035740281","1071,62"
339,WADDINXVEEN,M, 0 t/m  4 jaar,"102,80459893048129","654,5"
340,WAGENINGEN,M, 0 t/m  4 jaar,"53,286142861428615","666,66"
341,WASSENAAR,M, 0 t/m  4 jaar,"115,23996485287499","466,61"
342,WATERLAND,M, 0 t/m  4 jaar,"61,99766831046312","373,12"
343,WEERT,M, 0 t/m  4 jaar,"121,81724230309526","970,52"
344,WEESP,M, 0 t/m  4 jaar,"86,71887606717327","426,36"
345,WERKENDAM,M, 0 t/m  4 jaar,"62,962478757341756","670,82"
