,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE / AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
4301,HAAKSBERGEN,M,55 t/m 59 jaar,"268,3903369503141","875,5"
4302,HAAREN,M,55 t/m 59 jaar,"257,9951828333698","548,04"
4303,HAARLEM,M,55 t/m 59 jaar,"312,8426129979182","4592,12"
4304,HAARLEMMERLIEDE CA,M,55 t/m 59 jaar,"188,83669620142118","227,98"
4305,HAARLEMMERMEER,M,55 t/m 59 jaar,"344,10523333609376","4588,66"
4306,HALDERBERGE,M,55 t/m 59 jaar,"393,5098523769266","1076,39"
4307,HARDENBERG,M,55 t/m 59 jaar,"320,494672025914","2025,16"
4308,HARDERWIJK,M,55 t/m 59 jaar,"345,3156138127783","1444,17"
4309,HARDINXVELD-GIESSENDAM,M,55 t/m 59 jaar,"354,2290023638684","478,03"
4310,HAREN,M,55 t/m 59 jaar,"270,4773046905185","647,05"
4311,HARLINGEN,M,55 t/m 59 jaar,"322,71194938301295","540,53"
4312,HATTEM,M,55 t/m 59 jaar,"255,73815375670603","378,39"
4313,HEEMSKERK,M,55 t/m 59 jaar,"281,20549270335016","1323,21"
4314,HEEMSTEDE,M,55 t/m 59 jaar,"318,9598502095789","939,98"
4315,HEERDE,M,55 t/m 59 jaar,"311,546162913522","653,23"
4316,HEERENVEEN,M,55 t/m 59 jaar,"255,14494744633606","1688,75"
4317,HEERHUGOWAARD,M,55 t/m 59 jaar,"278,31048280742385","1554,45"
4318,HEERLEN,M,55 t/m 59 jaar,"474,49391373141304","3337,02"
4319,HEEZE-LEENDE,M,55 t/m 59 jaar,"287,77200104339886","613,38"
4320,HEILOO,M,55 t/m 59 jaar,"388,0142879717664","759,38"
4321,HELLENDOORN,M,55 t/m 59 jaar,"287,6863723325975","1359,0"
4322,HELLEVOETSLUIS,M,55 t/m 59 jaar,"414,9783291236372","1563,85"
4323,HELMOND,M,55 t/m 59 jaar,"346,2805124553112","2780,34"
4324,HENDRIK-IDO-AMBACHT,M,55 t/m 59 jaar,"306,8287148028017","850,92"
4325,HENGELO,M,55 t/m 59 jaar,"301,6314670949428","2677,4"
4326,HEUMEN,M,55 t/m 59 jaar,"193,33930358985413","649,33"
4327,HEUSDEN,M,55 t/m 59 jaar,"333,87818186368986","1598,12"
4328,HILLEGOM,M,55 t/m 59 jaar,"262,0765292796322","765,72"
4329,HILVARENBEEK,M,55 t/m 59 jaar,"382,47718701212125","570,07"
4330,HILVERSUM,M,55 t/m 59 jaar,"385,059667518778","2534,88"
4331,HOF VAN TWENTE,M,55 t/m 59 jaar,"292,2207372370201","1175,47"
4332,HOLLANDS KROON,M,55 t/m 59 jaar,"308,11303353658536","1705,6"
4333,HOOGEVEEN,M,55 t/m 59 jaar,"349,7479900881057","1816,0"
4334,HOORN,M,55 t/m 59 jaar,"324,9761206426662","2311,62"
4335,HORST AAN DE MAAS,M,55 t/m 59 jaar,"385,16105818023016","1625,81"
4336,HOUTEN,M,55 t/m 59 jaar,"400,6914258971642","1944,46"
4337,HUIZEN,M,55 t/m 59 jaar,"295,3983519495231","1641,94"
4338,HULST,M,55 t/m 59 jaar,"310,6006884681583","987,7"
4339,IJSSELSTEIN,M,55 t/m 59 jaar,"376,68631369605276","1025,77"
4340,KAAG EN BRAASSEM,M,55 t/m 59 jaar,"259,8731328963713","990,17"
4341,KAMPEN,M,55 t/m 59 jaar,"316,4666531852992","1532,98"
4342,KAPELLE,M,55 t/m 59 jaar,"231,43803129940653","436,43"
4343,KATWIJK,M,55 t/m 59 jaar,"320,9675426272431","1879,08"
4344,KERKRADE,M,55 t/m 59 jaar,"467,6432238974214","1774,25"
4345,KOGGENLAND,M,55 t/m 59 jaar,"188,90023151405074","781,81"
4346,KOLLUMERLAND CA,M,55 t/m 59 jaar,"376,29272639267805","454,52"
4347,KORENDIJK,M,55 t/m 59 jaar,"288,3769246002277","403,98"
4348,KRIMPEN AAN DEN IJSSEL,M,55 t/m 59 jaar,"270,45763534303074","906,77"
4349,KRIMPENERWAARD,M,55 t/m 59 jaar,"322,7635908205902","1828,44"
4350,LAARBEEK,M,55 t/m 59 jaar,"321,7011993407836","831,29"
4351,LANDERD,M,55 t/m 59 jaar,"239,87837454769803","599,71"
4352,LANDGRAAF,M,55 t/m 59 jaar,"387,95884359265875","1539,25"
4353,LANDSMEER,M,55 t/m 59 jaar,"290,58262290423414","422,28"
4354,LANGEDIJK,M,55 t/m 59 jaar,"241,95626325664873","980,64"
4355,LANSINGERLAND,M,55 t/m 59 jaar,"320,5164941726079","1639,67"
4356,LAREN,M,55 t/m 59 jaar,"206,96211187086652","356,84"
4357,LEEK,M,55 t/m 59 jaar,"262,9361143564017","727,55"
4358,LEERDAM,M,55 t/m 59 jaar,"406,633850303439","682,18"
4359,LEEUWARDEN,M,55 t/m 59 jaar,"308,185390874886","3936,17"
4360,LEIDEN,M,55 t/m 59 jaar,"360,2840828588478","3401,93"
4361,LEIDERDORP,M,55 t/m 59 jaar,"404,8426731562045","899,91"
4362,LEIDSCHENDAM-VOORBURG,M,55 t/m 59 jaar,"349,63672388244527","2382,21"
4363,LELYSTAD,M,55 t/m 59 jaar,"431,46005595399157","2505,63"
4364,LEUDAL,M,55 t/m 59 jaar,"317,81017007269236","1458,2"
4365,LEUSDEN,M,55 t/m 59 jaar,"216,10920997606527","1123,89"
4366,LINGEWAAL,M,55 t/m 59 jaar,"305,9651235887249","397,69"
4367,LINGEWAARD,M,55 t/m 59 jaar,"276,63987615450424","1718,27"
4368,LISSE,M,55 t/m 59 jaar,"241,74764024933214","729,95"
4369,LOCHEM,M,55 t/m 59 jaar,"240,6837026726929","1278,86"
4370,LOON OP ZAND,M,55 t/m 59 jaar,"373,81025002349844","851,12"
4371,LOPIK,M,55 t/m 59 jaar,"288,37083422689255","466,3"
4372,LOPPERSUM,M,55 t/m 59 jaar,"423,97713007554836","438,13"
4373,LOSSER,M,55 t/m 59 jaar,"377,2913651820057","896,95"
4374,MAASDRIEL,M,55 t/m 59 jaar,"319,70452680229795","926,04"
4375,MAASGOUW,M,55 t/m 59 jaar,"431,89153893083204","1049,04"
4376,MAASSLUIS,M,55 t/m 59 jaar,"342,3334927249129","1024,73"
4377,MAASTRICHT,M,55 t/m 59 jaar,"414,9384907908","3928,68"
4378,MARUM,M,55 t/m 59 jaar,"345,3190076335878","393,0"
4379,MEDEMBLIK,M,55 t/m 59 jaar,"241,21838466080362","1608,95"
4380,MEERSSEN,M,55 t/m 59 jaar,"387,46234808471365","780,04"
4381,MEIERIJSTAD,M,55 t/m 59 jaar,"277,0753309116499","2898,81"
4382,MEPPEL,M,55 t/m 59 jaar,"351,2582153156628","1088,82"
4383,MIDDELBURG,M,55 t/m 59 jaar,"287,8996237801501","1570,89"
4384,MIDDEN-DELFLAND,M,55 t/m 59 jaar,"184,9395820215286","667,02"
4385,MIDDEN-DRENTHE,M,55 t/m 59 jaar,"285,13842449645637","1250,14"
4386,MIDDEN-GRONINGEN,M,55 t/m 59 jaar,"345,7891546462242","2281,53"
4387,MILL EN SINT HUBERT,M,55 t/m 59 jaar,"321,94639925455914","450,74"
4388,MOERDIJK,M,55 t/m 59 jaar,"384,2062143675936","1317,27"
4389,MOLENWAARD,M,55 t/m 59 jaar,"326,3623170202563","875,78"
4390,MONTFERLAND,M,55 t/m 59 jaar,"255,5081592965249","1300,97"
4391,MONTFOORT,M,55 t/m 59 jaar,"254,07945913096322","394,92"
4392,MOOK EN MIDDELAAR,M,55 t/m 59 jaar,"197,75736414873631","282,11"
4393,NEDER-BETUWE,M,55 t/m 59 jaar,"385,56798785431073","678,43"
4394,NEDERWEERT,M,55 t/m 59 jaar,"272,22018780769463","658,12"
4395,NEERIJNEN,M,55 t/m 59 jaar,"236,31256647521803","376,08"
4396,NIEUWEGEIN,M,55 t/m 59 jaar,"330,2005868171877","2235,79"
4397,NIEUWKOOP,M,55 t/m 59 jaar,"312,8137257767515","1026,39"
4398,NIJKERK,M,55 t/m 59 jaar,"278,82739277689126","1228,28"
4399,NIJMEGEN,M,55 t/m 59 jaar,"364,12389029946155","4997,97"
4400,NISSEWAARD,M,55 t/m 59 jaar,"394,6523822759525","3273,97"
4401,NOORD-BEVELAND,M,55 t/m 59 jaar,"499,3680827182749","294,01"
4402,NOORDENVELD,M,55 t/m 59 jaar,"238,7619377335825","1198,72"
4403,NOORDOOSTPOLDER,M,55 t/m 59 jaar,"308,7663916934739","1569,85"
4404,NOORDWIJK,M,55 t/m 59 jaar,"212,56863467857445","949,52"
4405,NOORDWIJKERHOUT,M,55 t/m 59 jaar,"371,0462506936737","576,64"
4406,NUENEN CA,M,55 t/m 59 jaar,"250,57827221760556","854,39"
4407,NUNSPEET,M,55 t/m 59 jaar,"337,5761587843807","848,95"
4408,NUTH,M,55 t/m 59 jaar,"476,2422502489213","602,6"
4409,OEGSTGEEST,M,55 t/m 59 jaar,"331,82562691368554","774,03"
4410,OIRSCHOT,M,55 t/m 59 jaar,"246,85892348949213","730,88"
4411,OISTERWIJK,M,55 t/m 59 jaar,"294,2037096187948","907,91"
4412,OLDAMBT,M,55 t/m 59 jaar,"395,91356679113267","1486,35"
4413,OLDEBROEK,M,55 t/m 59 jaar,"293,62814452662167","801,79"
4414,OLDENZAAL,M,55 t/m 59 jaar,"316,38052336448595","1070,0"
4415,OLST-WIJHE,M,55 t/m 59 jaar,"259,17761336041013","704,17"
4416,OMMEN,M,55 t/m 59 jaar,"224,9069500979949","663,3"
4417,ONDERBANKEN,M,55 t/m 59 jaar,"301,8919544888683","345,41"
4418,OOST GELRE,M,55 t/m 59 jaar,"272,9254842188767","1121,91"
4419,OOSTERHOUT,M,55 t/m 59 jaar,"312,27261204651035","1861,95"
4420,OOSTSTELLINGWERF,M,55 t/m 59 jaar,"348,992916091456","992,39"
4421,OOSTZAAN,M,55 t/m 59 jaar,"280,04345817420227","324,68"
4422,OPMEER,M,55 t/m 59 jaar,"212,3243093085509","395,98"
4423,OPSTERLAND,M,55 t/m 59 jaar,"310,42720005806933","1102,13"
4424,OSS,M,55 t/m 59 jaar,"381,3919254308502","3017,87"
4425,OUD-BEIJERLAND,M,55 t/m 59 jaar,"242,29554329786194","819,44"
4426,OUDE IJSSELSTREEK,M,55 t/m 59 jaar,"292,40250408346066","1518,32"
4427,OUDER-AMSTEL,M,55 t/m 59 jaar,"309,3783695607846","490,42"
4428,OUDEWATER,M,55 t/m 59 jaar,"521,0674312961114","310,39"
4429,OVERBETUWE,M,55 t/m 59 jaar,"341,9626193384023","1522,98"
4430,PAPENDRECHT,M,55 t/m 59 jaar,"325,5861432151881","985,51"
4431,PEEL EN MAAS,M,55 t/m 59 jaar,"335,04421215731617","1703,83"
4432,PEKELA,M,55 t/m 59 jaar,"434,79189838501577","449,54"
4433,PIJNACKER-NOOTDORP,M,55 t/m 59 jaar,"295,02315163694215","1433,16"
4434,PURMEREND,M,55 t/m 59 jaar,"393,84309636721713","2675,91"
4435,PUTTEN,M,55 t/m 59 jaar,"343,7841818935212","748,13"
4436,RAALTE,M,55 t/m 59 jaar,"295,6813181314557","1398,95"
4437,REIMERSWAAL,M,55 t/m 59 jaar,"282,83079810991","617,96"
4438,RENKUM,M,55 t/m 59 jaar,"291,9518634251835","1091,27"
4439,RENSWOUDE,M,55 t/m 59 jaar,"241,78795247689848","143,93"
4440,REUSEL-DE MIERDEN,M,55 t/m 59 jaar,"215,7311839323467","567,6"
4441,RHEDEN,M,55 t/m 59 jaar,"386,690969634717","1489,53"
4442,RHENEN,M,55 t/m 59 jaar,"310,3116860686034","578,98"
4443,RIDDERKERK,M,55 t/m 59 jaar,"333,4392861293697","1548,74"
4444,RIJSSEN-HOLTEN,M,55 t/m 59 jaar,"317,21830194242744","1085,24"
4445,RIJSWIJK,M,55 t/m 59 jaar,"403,52718617208217","1564,95"
4446,ROERDALEN,M,55 t/m 59 jaar,"322,3412693014081","882,06"
4447,ROERMOND,M,55 t/m 59 jaar,"369,8895160908847","1902,63"
4448,ROOSENDAAL,M,55 t/m 59 jaar,"422,365671347739","2537,88"
4449,ROTTERDAM,M,55 t/m 59 jaar,"438,5111584775556","17663,7"
4450,ROZENDAAL,M,55 t/m 59 jaar,"202,48702127659573","47,0"
4451,RUCPHEN,M,55 t/m 59 jaar,"482,8660492824262","923,25"
4452,S GRAVENHAGE,M,55 t/m 59 jaar,"487,45854774276455","14318,4"
4453,S HERTOGENBOSCH,M,55 t/m 59 jaar,"344,75506756756755","4712,32"
4454,SCHAGEN,M,55 t/m 59 jaar,"266,61588106777833","1592,84"
4455,SCHERPENZEEL,M,55 t/m 59 jaar,"303,3473703772533","269,05"
4456,SCHIEDAM,M,55 t/m 59 jaar,"448,75571463434477","2458,6"
4457,SCHIERMONNIKOOG,M,55 t/m 59 jaar,"247,46651162790695","43,0"
4458,SCHINNEN,M,55 t/m 59 jaar,"378,90150332085267","531,49"
4459,SCHOUWEN-DUIVELAND,M,55 t/m 59 jaar,"399,8722148983611","1228,86"
4460,SIMPELVELD,M,55 t/m 59 jaar,"330,5952352562421","419,33"
4461,SINT ANTHONIS,M,55 t/m 59 jaar,"272,28159245678364","477,25"
4462,SINT-MICHIELSGESTEL,M,55 t/m 59 jaar,"251,2262976974632","1041,46"
4463,SITTARD-GELEEN,M,55 t/m 59 jaar,"400,81698089495876","3421,61"
4464,SLIEDRECHT,M,55 t/m 59 jaar,"306,71564145192576","721,8"
4465,SLUIS,M,55 t/m 59 jaar,"299,51588177293644","851,92"
4466,SMALLINGERLAND,M,55 t/m 59 jaar,"344,0663803223913","1771,76"
4467,SOEST,M,55 t/m 59 jaar,"412,1405787150564","1529,25"
4468,SOMEREN,M,55 t/m 59 jaar,"283,77405256540743","668,12"
4469,SON EN BREUGEL,M,55 t/m 59 jaar,"277,6376208752332","466,39"
4470,STADSKANAAL,M,55 t/m 59 jaar,"400,5021908869433","1161,63"
4471,STAPHORST,M,55 t/m 59 jaar,"212,4929568121006","452,21"
4472,STEDE BROEC,M,55 t/m 59 jaar,"256,41635881016884","730,86"
4473,STEENBERGEN,M,55 t/m 59 jaar,"332,00775697791727","892,1"
4474,STEENWIJKERLAND,M,55 t/m 59 jaar,"285,75578634054807","1545,45"
4475,STEIN,M,55 t/m 59 jaar,"416,38102758051866","994,18"
4476,STICHTSE VECHT,M,55 t/m 59 jaar,"288,51915096733137","2325,47"
4477,STRIJEN,M,55 t/m 59 jaar,"487,31248830391115","320,62"
4478,SUDWEST-FRYSLAN,M,55 t/m 59 jaar,"262,9548469279988","3077,31"
4479,TEN BOER,M,55 t/m 59 jaar,"522,573267189343","288,26"
4480,TERNEUZEN,M,55 t/m 59 jaar,"400,40091006481913","1848,22"
4481,TERSCHELLING,M,55 t/m 59 jaar,"301,84837883426","160,07"
4482,TEXEL,M,55 t/m 59 jaar,"339,16422857566107","540,04"
4483,TEYLINGEN,M,55 t/m 59 jaar,"215,43033206403797","1221,15"
4484,THOLEN,M,55 t/m 59 jaar,"351,9621841033855","817,91"
4485,TIEL,M,55 t/m 59 jaar,"380,67978220105607","1274,57"
4486,TILBURG,M,55 t/m 59 jaar,"390,5665928777671","6234,0"
4487,TUBBERGEN,M,55 t/m 59 jaar,"274,48799220568884","790,32"
4488,TWENTERAND,M,55 t/m 59 jaar,"347,5892651203122","1153,25"
4489,TYNAARLO,M,55 t/m 59 jaar,"244,94939342751843","1302,4"
4490,TYTSJERKSTERADIEL,M,55 t/m 59 jaar,"249,0561623427569","1134,39"
4491,UDEN,M,55 t/m 59 jaar,"286,8776780233272","1303,2"
4492,UITGEEST,M,55 t/m 59 jaar,"286,0001409277745","425,75"
4493,UITHOORN,M,55 t/m 59 jaar,"348,7038664123871","880,92"
4494,URK,M,55 t/m 59 jaar,"489,8627257529667","364,89"
4495,UTRECHT,M,55 t/m 59 jaar,"410,1491472623227","7087,76"
4496,UTRECHTSE HEUVELRUG,M,55 t/m 59 jaar,"286,8086059556526","1593,78"
4497,VAALS,M,55 t/m 59 jaar,"330,4948224103619","296,47"
4498,VALKENBURG AAN DE GEUL,M,55 t/m 59 jaar,"326,11079247610235","648,6"
4499,VALKENSWAARD,M,55 t/m 59 jaar,"352,3964344582285","1152,7"
4500,VEENDAM,M,55 t/m 59 jaar,"355,054477264059","943,88"
4501,VEENENDAAL,M,55 t/m 59 jaar,"370,35595002055595","1921,59"
4502,VEERE,M,55 t/m 59 jaar,"206,87166306801453","815,12"
4503,VELDHOVEN,M,55 t/m 59 jaar,"286,017588647272","1633,44"
4504,VELSEN,M,55 t/m 59 jaar,"288,29875217520475","2356,1"
4505,VENLO,M,55 t/m 59 jaar,"365,35061471266783","3610,63"
4506,VENRAY,M,55 t/m 59 jaar,"348,34784549837997","1567,88"
4507,VIANEN,M,55 t/m 59 jaar,"309,2227528089888","640,8"
4508,VLAARDINGEN,M,55 t/m 59 jaar,"365,8718570637452","2329,43"
4509,VLIELAND,M,55 t/m 59 jaar,"174,01102362204725","31,75"
4510,VLISSINGEN,M,55 t/m 59 jaar,"340,3814325270362","1531,28"
4511,VOERENDAAL,M,55 t/m 59 jaar,"408,4075668328048","529,68"
4512,VOORSCHOTEN,M,55 t/m 59 jaar,"318,8181501075519","860,05"
4513,VOORST,M,55 t/m 59 jaar,"261,759831171505","971,4"
4514,VUGHT,M,55 t/m 59 jaar,"273,9106047885737","940,99"
4515,WAADHOEKE,M,55 t/m 59 jaar,"287,2251607721621","1755,59"
4516,WAALRE,M,55 t/m 59 jaar,"311,60487262779964","584,9"
4517,WAALWIJK,M,55 t/m 59 jaar,"380,38268639076057","1556,81"
4518,WADDINXVEEN,M,55 t/m 59 jaar,"334,5395839023946","878,64"
4519,WAGENINGEN,M,55 t/m 59 jaar,"289,53680076571646","1013,43"
4520,WASSENAAR,M,55 t/m 59 jaar,"259,292617793386","820,08"
4521,WATERLAND,M,55 t/m 59 jaar,"313,8280445071131","716,29"
4522,WEERT,M,55 t/m 59 jaar,"474,79622942081846","1669,77"
4523,WEESP,M,55 t/m 59 jaar,"335,8079313451525","654,87"
4524,WERKENDAM,M,55 t/m 59 jaar,"322,6592154552427","899,63"
4525,WEST MAAS EN WAAL,M,55 t/m 59 jaar,"236,9373537428076","726,46"
4526,WESTERVELD,M,55 t/m 59 jaar,"284,3837609490775","740,93"
4527,WESTERVOORT,M,55 t/m 59 jaar,"284,7157797792798","640,63"
4528,WESTERWOLDE,M,55 t/m 59 jaar,"350,044761526475","981,87"
4529,WESTLAND,M,55 t/m 59 jaar,"331,05937571280685","3419,58"
4530,WESTSTELLINGWERF,M,55 t/m 59 jaar,"321,47340970074464","927,97"
4531,WESTVOORNE,M,55 t/m 59 jaar,"312,925728415109","541,93"
4532,WIERDEN,M,55 t/m 59 jaar,"242,25388405620777","821,95"
4533,WIJCHEN,M,55 t/m 59 jaar,"354,03768844221105","1464,64"
4534,WIJDEMEREN,M,55 t/m 59 jaar,"315,38092161404364","820,3"
4535,WIJK BIJ DUURSTEDE,M,55 t/m 59 jaar,"381,2442604069544","911,65"
4536,WINSUM,M,55 t/m 59 jaar,"312,52056803415627","538,7"
4537,WINTERSWIJK,M,55 t/m 59 jaar,"538,0641831805856","1028,93"
4538,WOENSDRECHT,M,55 t/m 59 jaar,"330,96574805953145","702,15"
4539,WOERDEN,M,55 t/m 59 jaar,"435,29252356469584","1587,12"
4540,WORMERLAND,M,55 t/m 59 jaar,"385,67539890931124","495,1"
4541,WOUDENBERG,M,55 t/m 59 jaar,"205,14118916003773","370,85"
4542,WOUDRICHEM,M,55 t/m 59 jaar,"300,850577380607","516,99"
4543,ZAANSTAD,M,55 t/m 59 jaar,"355,250777170064","4532,47"
4544,ZALTBOMMEL,M,55 t/m 59 jaar,"362,345044584804","861,28"
4545,ZANDVOORT,M,55 t/m 59 jaar,"314,0127063479664","576,09"
4546,ZEDERIK,M,55 t/m 59 jaar,"319,4775777846235","454,46"
4547,ZEEWOLDE,M,55 t/m 59 jaar,"314,8960260204711","648,72"
4548,ZEIST,M,55 t/m 59 jaar,"284,8583424015402","1911,44"
4549,ZEVENAAR,M,55 t/m 59 jaar,"308,903363322692","1550,55"
4550,ZOETERMEER,M,55 t/m 59 jaar,"372,191379756832","4672,49"
4551,ZOETERWOUDE,M,55 t/m 59 jaar,"176,60781863620136","336,12"
4552,ZUIDHORN,M,55 t/m 59 jaar,"293,6006957682044","629,52"
4553,ZUIDPLAS,M,55 t/m 59 jaar,"242,50560676334175","1532,97"
4554,ZUNDERT,M,55 t/m 59 jaar,"272,71643511779297","858,71"
4555,ZUTPHEN,M,55 t/m 59 jaar,"323,474029623339","1601,44"
4556,ZWARTEWATERLAND,M,55 t/m 59 jaar,"273,53783453335143","662,49"
4557,ZWIJNDRECHT,M,55 t/m 59 jaar,"349,9708788089986","1391,77"
4558,ZWOLLE,M,55 t/m 59 jaar,"330,44087274683284","3569,42"
4559,AA EN HUNZE,M,60 t/m 64 jaar,"353,06759153504004","1076,91"
4560,AALBURG,M,60 t/m 64 jaar,"448,3453105355796","397,7"
4561,AALSMEER,M,60 t/m 64 jaar,"360,17557607442683","858,83"
4562,AALTEN,M,60 t/m 64 jaar,"404,4746737725729","874,39"
4563,ACHTKARSPELEN,M,60 t/m 64 jaar,"347,15845861413516","925,92"
4564,ALBLASSERDAM,M,60 t/m 64 jaar,"451,7062150255983","503,94"
4565,ALBRANDSWAARD,M,60 t/m 64 jaar,"382,0925265029301","759,35"
4566,ALKMAAR,M,60 t/m 64 jaar,"417,56763150365316","3390,21"
4567,ALMELO,M,60 t/m 64 jaar,"453,29071542710636","2246,63"
4568,ALMERE,M,60 t/m 64 jaar,"442,38261873995003","4813,46"
4569,ALPHEN AAN DEN RIJN,M,60 t/m 64 jaar,"395,78252563787254","3496,78"
4570,ALPHEN-CHAAM,M,60 t/m 64 jaar,"298,0659112892082","361,85"
4571,AMELAND,M,60 t/m 64 jaar,"331,28273615635175","122,8"
4572,AMERSFOORT,M,60 t/m 64 jaar,"507,06030430099764","3741,69"
4573,AMSTELVEEN,M,60 t/m 64 jaar,"419,4213385372242","2321,34"
4574,AMSTERDAM,M,60 t/m 64 jaar,"652,2969422119264","19874,17"
4575,APELDOORN,M,60 t/m 64 jaar,"432,74064197665433","5137,57"
4576,APPINGEDAM,M,60 t/m 64 jaar,"485,3808498802815","413,47"
4577,ARNHEM,M,60 t/m 64 jaar,"433,4153733933038","4126,48"
4578,ASSEN,M,60 t/m 64 jaar,"400,74517952210283","2011,73"
4579,ASTEN,M,60 t/m 64 jaar,"515,8752862698083","650,61"
4580,BAARLE-NASSAU,M,60 t/m 64 jaar,"572,6129886892428","294,41"
4581,BAARN,M,60 t/m 64 jaar,"374,75279370323585","823,28"
4582,BARENDRECHT,M,60 t/m 64 jaar,"418,96939792512944","1324,42"
4583,BARNEVELD,M,60 t/m 64 jaar,"329,4730939981873","1301,94"
4584,BEDUM,M,60 t/m 64 jaar,"392,37169085721376","403,05"
4585,BEEK,M,60 t/m 64 jaar,"403,04760353198003","613,82"
4586,BEEMSTER,M,60 t/m 64 jaar,"297,2014439211484","354,59"
4587,BEESEL,M,60 t/m 64 jaar,"440,7591095243096","476,15"
4588,BERG EN DAL,M,60 t/m 64 jaar,"383,5298306976744","1343,75"
4589,BERGEIJK,M,60 t/m 64 jaar,"300,3103718259695","651,38"
4590,BERGEN LB,M,60 t/m 64 jaar,"513,6361646884272","539,2"
4591,BERGEN NH,M,60 t/m 64 jaar,"366,48518663482196","1251,91"
4592,BERGEN OP ZOOM,M,60 t/m 64 jaar,"455,6948532350459","2251,9"
4593,BERKELLAND,M,60 t/m 64 jaar,"354,2579577392738","1661,59"
4594,BERNHEZE,M,60 t/m 64 jaar,"424,79867906066534","1022,0"
4595,BEST,M,60 t/m 64 jaar,"392,12410255297925","922,06"
4596,BEUNINGEN,M,60 t/m 64 jaar,"437,30669292698934","868,23"
4597,BEVERWIJK,M,60 t/m 64 jaar,"423,97107079706205","1176,32"
4598,BINNENMAAS,M,60 t/m 64 jaar,"435,3259034617443","1065,07"
4599,BLADEL,M,60 t/m 64 jaar,"610,4369000124674","641,68"
4600,BLARICUM,M,60 t/m 64 jaar,"395,78441558441557","481,25"
4601,BLOEMENDAAL,M,60 t/m 64 jaar,"371,3701191182285","809,28"
4602,BODEGRAVEN-REEUWIJK,M,60 t/m 64 jaar,"355,4780507008212","1092,29"
4603,BOEKEL,M,60 t/m 64 jaar,"288,3825870646766","361,8"
4604,BORGER-ODOORN,M,60 t/m 64 jaar,"416,59349754279106","1011,31"
4605,BORNE,M,60 t/m 64 jaar,"405,13908238621485","763,72"
4606,BORSELE,M,60 t/m 64 jaar,"372,567728952664","760,31"
4607,BOXMEER,M,60 t/m 64 jaar,"341,15953112652556","1138,9"
4608,BOXTEL,M,60 t/m 64 jaar,"378,08260517725796","1099,81"
4609,BREDA,M,60 t/m 64 jaar,"484,48506270682554","5233,88"
4610,BRIELLE,M,60 t/m 64 jaar,"430,09963908658546","592,94"
4611,BRONCKHORST,M,60 t/m 64 jaar,"374,65933515739596","1418,08"
4612,BRUMMEN,M,60 t/m 64 jaar,"324,43283782694016","744,02"
4613,BRUNSSUM,M,60 t/m 64 jaar,"491,8244549314785","1015,01"
4614,BUNNIK,M,60 t/m 64 jaar,"319,285729016292","484,9"
4615,BUNSCHOTEN,M,60 t/m 64 jaar,"377,06354420041544","563,23"
4616,BUREN,M,60 t/m 64 jaar,"365,4161003768306","957,99"
4617,CAPELLE AAN DEN IJSSEL,M,60 t/m 64 jaar,"432,08564501629905","2202,58"
4618,CASTRICUM,M,60 t/m 64 jaar,"286,0440196233056","1204,69"
4619,COEVORDEN,M,60 t/m 64 jaar,"433,30008196030667","1305,51"
4620,CRANENDONCK,M,60 t/m 64 jaar,"403,6597543864006","805,33"
4621,CROMSTRIJEN,M,60 t/m 64 jaar,"352,1874438502674","467,5"
4622,CUIJK,M,60 t/m 64 jaar,"403,44661150050405","853,18"
4623,CULEMBORG,M,60 t/m 64 jaar,"358,67080843414465","823,32"
4624,DALFSEN,M,60 t/m 64 jaar,"415,24326602965976","925,16"
4625,DANTUMADIEL,M,60 t/m 64 jaar,"400,90297884187083","646,56"
4626,DE BILT,M,60 t/m 64 jaar,"354,5133075547324","1414,61"
4627,DE FRYSKE MARREN,M,60 t/m 64 jaar,"397,2541464506165","1832,29"
4628,DE MARNE,M,60 t/m 64 jaar,"500,4195069411201","417,8"
4629,DE RONDE VENEN,M,60 t/m 64 jaar,"381,6879946856626","1415,04"
4630,DE WOLDEN,M,60 t/m 64 jaar,"411,38316778160686","887,94"
4631,DELFT,M,60 t/m 64 jaar,"530,5046199884185","2780,31"
4632,DELFZIJL,M,60 t/m 64 jaar,"547,436703620469","929,99"
4633,DEN HELDER,M,60 t/m 64 jaar,"426,83040897852374","2010,13"
4634,DEURNE,M,60 t/m 64 jaar,"412,27687904002204","1163,36"
4635,DEVENTER,M,60 t/m 64 jaar,"449,52493643298214","2753,0"
4636,DIEMEN,M,60 t/m 64 jaar,"386,14439220953665","774,28"
4637,DINKELLAND,M,60 t/m 64 jaar,"365,3482972848596","869,2"
4638,DOESBURG,M,60 t/m 64 jaar,"490,79495114403375","410,39"
4639,DOETINCHEM,M,60 t/m 64 jaar,"396,6923129280194","1909,96"
4640,DONGEN,M,60 t/m 64 jaar,"363,2386514265847","920,38"
4641,DONGERADEEL,M,60 t/m 64 jaar,"534,5407569332876","759,38"
4642,DORDRECHT,M,60 t/m 64 jaar,"524,4888619137014","3542,35"
4643,DRECHTERLAND,M,60 t/m 64 jaar,"270,6834573327332","755,38"
4644,DRIMMELEN,M,60 t/m 64 jaar,"351,5276979307457","1050,62"
