,GEMEENTENAAM,GESLACHT,LEEFTIJDSKLASSE,KOSTEN_FARMACIE per AANTAL_VERZEKERDEJAREN,AANTAL_VERZEKERDEJAREN
0,AA EN HUNZE,M, 0 t/m  4 jaar,"88,96720881427073","457,44"
1,AALBURG,M, 0 t/m  4 jaar,"102,94655438132982","363,36"
2,AALSMEER,M, 0 t/m  4 jaar,"104,7574702059228","749,31"
3,AALTEN,M, 0 t/m  4 jaar,"136,15790407265504","563,76"
4,ACHTKARSPELEN,M, 0 t/m  4 jaar,"62,80408924133034","675,92"
5,ALBLASSERDAM,M, 0 t/m  4 jaar,"212,90496378731672","566,1"
6,ALBRANDSWAARD,M, 0 t/m  4 jaar,"88,85403524383074","629,33"
7,ALKMAAR,M, 0 t/m  4 jaar,"71,78212628062532","2598,34"
8,ALMELO,M, 0 t/m  4 jaar,"115,49302763894026","1676,62"
9,ALMERE,M, 0 t/m  4 jaar,"117,51656402365414","5549,98"
10,ALPHEN AAN DEN RIJN,M, 0 t/m  4 jaar,"100,17690734800308","2665,35"
11,ALPHEN-CHAAM,M, 0 t/m  4 jaar,"60,41879534837491","201,22"
12,AMELAND,M, 0 t/m  4 jaar,"30,91010733452594","89,44"
13,AMERSFOORT,M, 0 t/m  4 jaar,"85,35140495710154","4194,79"
14,AMSTELVEEN,M, 0 t/m  4 jaar,"83,28923558937305","2189,53"
15,AMSTERDAM,M, 0 t/m  4 jaar,"84,40236978847327","21365,62"
16,APELDOORN,M, 0 t/m  4 jaar,"105,66798006566103","3728,24"
17,APPINGEDAM,M, 0 t/m  4 jaar,"77,26700167504187","238,8"
18,ARNHEM,M, 0 t/m  4 jaar,"87,44922060604202","3914,58"
19,ASSEN,M, 0 t/m  4 jaar,"68,98668043962249","1558,61"
20,ASTEN,M, 0 t/m  4 jaar,"102,03503925559755","343,9"
21,BAARLE-NASSAU,M, 0 t/m  4 jaar,"87,61737659089236","135,93"
22,BAARN,M, 0 t/m  4 jaar,"73,27407781343526","554,66"
23,BARENDRECHT,M, 0 t/m  4 jaar,"97,13911509123133","1280,81"
24,BARNEVELD,M, 0 t/m  4 jaar,"103,40146236654655","1801,19"
25,BEDUM,M, 0 t/m  4 jaar,"75,32170181759301","247,03"
26,BEEK,M, 0 t/m  4 jaar,"149,56095929004087","283,96"
27,BEEMSTER,M, 0 t/m  4 jaar,"98,86548919149702","222,51"
28,BEESEL,M, 0 t/m  4 jaar,"482,4862371726003","269,93"
29,BERG EN DAL,M, 0 t/m  4 jaar,"70,23302322637808","632,04"
30,BERGEIJK,M, 0 t/m  4 jaar,"65,87780164905354","344,44"
31,BERGEN LB,M, 0 t/m  4 jaar,"74,56386894075405","222,8"
32,BERGEN NH,M, 0 t/m  4 jaar,"94,88429918797598","396,54"
33,BERGEN OP ZOOM,M, 0 t/m  4 jaar,"122,19747726243878","1457,94"
34,BERKELLAND,M, 0 t/m  4 jaar,"67,94175462319548","798,69"
35,BERNHEZE,M, 0 t/m  4 jaar,"108,58874933492413","620,23"
36,BEST,M, 0 t/m  4 jaar,"90,95313161580303","614,06"
37,BEUNINGEN,M, 0 t/m  4 jaar,"96,08009338952533","505,41"
38,BEVERWIJK,M, 0 t/m  4 jaar,"80,37426894855945","1020,79"
39,BINNENMAAS,M, 0 t/m  4 jaar,"104,07456823789119","616,08"
40,BLADEL,M, 0 t/m  4 jaar,"81,80489540997911","435,51"
41,BLARICUM,M, 0 t/m  4 jaar,"136,35166250704455","248,42"
42,BLOEMENDAAL,M, 0 t/m  4 jaar,"50,00604784609986","484,47"
43,BODEGRAVEN-REEUWIJK,M, 0 t/m  4 jaar,"82,49660413971539","865,76"
44,BOEKEL,M, 0 t/m  4 jaar,"149,44514262465532","221,21"
45,BORGER-ODOORN,M, 0 t/m  4 jaar,"70,26585248202069","456,08"
46,BORNE,M, 0 t/m  4 jaar,"88,671172058218","558,59"
47,BORSELE,M, 0 t/m  4 jaar,"210,87882052736038","529,05"
48,BOXMEER,M, 0 t/m  4 jaar,"136,8943109218132","493,05"
49,BOXTEL,M, 0 t/m  4 jaar,"134,0906805650986","596,71"
50,BREDA,M, 0 t/m  4 jaar,"83,38735520657394","4174,05"
51,BRIELLE,M, 0 t/m  4 jaar,"175,40860870625534","328,04"
52,BRONCKHORST,M, 0 t/m  4 jaar,"146,69523809523807","595,35"
53,BRUMMEN,M, 0 t/m  4 jaar,"103,44580448176217","366,82"
54,BRUNSSUM,M, 0 t/m  4 jaar,"147,3012876021234","531,22"
55,BUNNIK,M, 0 t/m  4 jaar,"71,73204440197016","408,09"
56,BUNSCHOTEN,M, 0 t/m  4 jaar,"127,79679986454451","590,6"
57,BUREN,M, 0 t/m  4 jaar,"70,50982333628642","575,67"
58,CAPELLE AAN DEN IJSSEL,M, 0 t/m  4 jaar,"94,62664618475081","1692,55"
59,CASTRICUM,M, 0 t/m  4 jaar,"65,59031450833191","703,32"
60,COEVORDEN,M, 0 t/m  4 jaar,"85,74105369954344","689,95"
61,CRANENDONCK,M, 0 t/m  4 jaar,"83,01337399154822","416,48"
62,CROMSTRIJEN,M, 0 t/m  4 jaar,"87,60405007049174","234,07"
63,CUIJK,M, 0 t/m  4 jaar,"135,46027483517298","539,96"
64,CULEMBORG,M, 0 t/m  4 jaar,"86,34741034689785","682,91"
65,DALFSEN,M, 0 t/m  4 jaar,"45,31144594160115","684,26"
66,DANTUMADIEL,M, 0 t/m  4 jaar,"246,5666642725466","417,69"
67,DE BILT,M, 0 t/m  4 jaar,"98,46639915693905","986,88"
68,DE FRYSKE MARREN,M, 0 t/m  4 jaar,"65,88918542585286","1120,34"
69,DE MARNE,M, 0 t/m  4 jaar,"69,52954950936663","179,36"
70,DE RONDE VENEN,M, 0 t/m  4 jaar,"85,12993287951635","840,28"
71,DE WOLDEN,M, 0 t/m  4 jaar,"68,14401511969761","476,2"
72,DELFT,M, 0 t/m  4 jaar,"88,06231887587366","2053,15"
73,DELFZIJL,M, 0 t/m  4 jaar,"79,54130962745727","436,46"
74,DEN HELDER,M, 0 t/m  4 jaar,"96,68846371858801","1217,29"
75,DEURNE,M, 0 t/m  4 jaar,"72,59030789245446","737,92"
76,DEVENTER,M, 0 t/m  4 jaar,"86,63903516150741","2377,6"
77,DIEMEN,M, 0 t/m  4 jaar,"71,58308716614371","653,35"
78,DINKELLAND,M, 0 t/m  4 jaar,"117,34938485198","520,2"
79,DOESBURG,M, 0 t/m  4 jaar,"69,09306669596747","182,02"
80,DOETINCHEM,M, 0 t/m  4 jaar,"83,86670477413496","1277,09"
81,DONGEN,M, 0 t/m  4 jaar,"73,24404816619173","543,95"
82,DONGERADEEL,M, 0 t/m  4 jaar,"123,08467953032682","534,84"
83,DORDRECHT,M, 0 t/m  4 jaar,"107,86971600484699","2871,88"
84,DRECHTERLAND,M, 0 t/m  4 jaar,"71,87413034056435","438,39"
85,DRIMMELEN,M, 0 t/m  4 jaar,"83,52083333333333","519,84"
86,DRONTEN,M, 0 t/m  4 jaar,"92,60880864450827","877,32"
87,DRUTEN,M, 0 t/m  4 jaar,"192,80821661998132","374,85"
88,DUIVEN,M, 0 t/m  4 jaar,"136,44290596621425","512,05"
89,ECHT-SUSTEREN,M, 0 t/m  4 jaar,"145,93258970135358","558,52"
90,EDAM-VOLENDAM,M, 0 t/m  4 jaar,"189,61209936928822","776,9"
91,EDE,M, 0 t/m  4 jaar,"76,33385980539947","2918,8"
92,EEMNES,M, 0 t/m  4 jaar,"82,92146231479494","186,28"
93,EEMSMOND,M, 0 t/m  4 jaar,"64,99517839922855","331,84"
94,EERSEL,M, 0 t/m  4 jaar,"117,1526339368066","379,47"
95,EIJSDEN-MARGRATEN,M, 0 t/m  4 jaar,"195,33046316377147","465,71"
96,EINDHOVEN,M, 0 t/m  4 jaar,"97,42364470857974","4832,54"
97,ELBURG,M, 0 t/m  4 jaar,"47,47617056253335","693,47"
98,EMMEN,M, 0 t/m  4 jaar,"108,25597508232764","2074,03"
99,ENKHUIZEN,M, 0 t/m  4 jaar,"69,3114193124391","441,27"
100,ENSCHEDE,M, 0 t/m  4 jaar,"109,93233531610021","3617,84"
101,EPE,M, 0 t/m  4 jaar,"52,57768691588786","650,56"
102,ERMELO,M, 0 t/m  4 jaar,"113,6480490503746","551,27"
103,ETTEN-LEUR,M, 0 t/m  4 jaar,"53,03180920678569","967,33"
104,FERWERDERADIEL,M, 0 t/m  4 jaar,"70,24766766414363","227,24"
105,GEERTRUIDENBERG,M, 0 t/m  4 jaar,"65,25948900626459","488,46"
106,GELDERMALSEN,M, 0 t/m  4 jaar,"113,914684370058","607,04"
107,GELDROP-MIERLO,M, 0 t/m  4 jaar,"156,45178308120802","915,55"
108,GEMERT-BAKEL,M, 0 t/m  4 jaar,"89,89464487901705","715,39"
109,GENNEP,M, 0 t/m  4 jaar,"88,65543150271576","331,4"
110,GIESSENLANDEN,M, 0 t/m  4 jaar,"54,219125037761245","364,13"
111,GILZE EN RIJEN,M, 0 t/m  4 jaar,"62,99109181003284","538,83"
112,GOEREE-OVERFLAKKEE,M, 0 t/m  4 jaar,"97,11778555577607","1108,54"
113,GOES,M, 0 t/m  4 jaar,"165,52819360276118","747,51"
114,GOIRLE,M, 0 t/m  4 jaar,"87,09017857142858","582,4"
115,GOOISE MEREN,M, 0 t/m  4 jaar,"91,94935015423006","1442,65"
116,GORINCHEM,M, 0 t/m  4 jaar,"50,56921049616133","872,7"
117,GOUDA,M, 0 t/m  4 jaar,"125,83436288992057","1824,41"
118,GRAVE,M, 0 t/m  4 jaar,"87,59860954528372","266,1"
119,GRONINGEN,M, 0 t/m  4 jaar,"126,21034877277951","3898,24"
120,GROOTEGAST,M, 0 t/m  4 jaar,"111,9104590486274","264,46"
121,GULPEN-WITTEM,M, 0 t/m  4 jaar,"51,25215326598073","214,79"
122,HAAKSBERGEN,M, 0 t/m  4 jaar,"67,66852496122732","477,14"
123,HAAREN,M, 0 t/m  4 jaar,"96,20586524881614","240,74"
124,HAARLEM,M, 0 t/m  4 jaar,"66,26418530067647","4278,02"
125,HAARLEMMERLIEDE CA,M, 0 t/m  4 jaar,"62,022739834188705","126,65"
126,HAARLEMMERMEER,M, 0 t/m  4 jaar,"92,70970163430133","3263,78"
127,HALDERBERGE,M, 0 t/m  4 jaar,"85,73539998414334","630,65"
128,HARDENBERG,M, 0 t/m  4 jaar,"85,47701575653487","1537,14"
129,HARDERWIJK,M, 0 t/m  4 jaar,"104,74180767773709","1267,04"
130,HARDINXVELD-GIESSENDAM,M, 0 t/m  4 jaar,"59,752117436673416","508,87"
131,HAREN,M, 0 t/m  4 jaar,"100,99387319030177","458,64"
132,HARLINGEN,M, 0 t/m  4 jaar,"63,178934241742205","328,78"
133,HATTEM,M, 0 t/m  4 jaar,"52,15108227808621","320,62"
134,HEEMSKERK,M, 0 t/m  4 jaar,"120,0966573578371","820,01"
135,HEEMSTEDE,M, 0 t/m  4 jaar,"94,56672179953688","604,6"
136,HEERDE,M, 0 t/m  4 jaar,"66,93927020208588","384,49"
137,HEERENVEEN,M, 0 t/m  4 jaar,"60,29506161369606","1183,99"
138,HEERHUGOWAARD,M, 0 t/m  4 jaar,"136,69116754668025","1433,69"
139,HEERLEN,M, 0 t/m  4 jaar,"178,84976331324896","1641,41"
140,HEEZE-LEENDE,M, 0 t/m  4 jaar,"99,27052797235164","324,07"
141,HEILOO,M, 0 t/m  4 jaar,"110,89594239287491","422,17"
142,HELLENDOORN,M, 0 t/m  4 jaar,"87,41070935688656","760,83"
143,HELLEVOETSLUIS,M, 0 t/m  4 jaar,"164,69826517236083","846,77"
144,HELMOND,M, 0 t/m  4 jaar,"95,88025693744785","2193,53"
145,HENDRIK-IDO-AMBACHT,M, 0 t/m  4 jaar,"112,03632090588611","936,1"
146,HENGELO,M, 0 t/m  4 jaar,"97,8549879936417","1774,06"
147,HEUMEN,M, 0 t/m  4 jaar,"180,335516559565","323,68"
148,HEUSDEN,M, 0 t/m  4 jaar,"123,94507379296888","973,67"
149,HILLEGOM,M, 0 t/m  4 jaar,"86,79348459661925","463,21"
150,HILVARENBEEK,M, 0 t/m  4 jaar,"85,3540471076999","284,03"
151,HILVERSUM,M, 0 t/m  4 jaar,"64,1480396963754","2202,72"
152,HOF VAN TWENTE,M, 0 t/m  4 jaar,"105,8129601469459","664,19"
153,HOLLANDS KROON,M, 0 t/m  4 jaar,"106,41759303539884","1024,61"
154,HOOGEVEEN,M, 0 t/m  4 jaar,"117,15692237212095","1266,04"
155,HOORN,M, 0 t/m  4 jaar,"92,56151718032424","1807,3"
156,HORST AAN DE MAAS,M, 0 t/m  4 jaar,"147,56811713998937","846,85"
157,HOUTEN,M, 0 t/m  4 jaar,"96,4161409356029","1260,15"
158,HUIZEN,M, 0 t/m  4 jaar,"96,28028050918516","918,33"
159,HULST,M, 0 t/m  4 jaar,"90,5568994335593","430,76"
160,IJSSELSTEIN,M, 0 t/m  4 jaar,"102,30289358861847","809,03"
161,KAAG EN BRAASSEM,M, 0 t/m  4 jaar,"71,09422308344435","577,99"
162,KAMPEN,M, 0 t/m  4 jaar,"49,221424515556365","1532,17"
163,KAPELLE,M, 0 t/m  4 jaar,"84,24450748620961","317,25"
164,KATWIJK,M, 0 t/m  4 jaar,"73,79111954061774","1718,83"
165,KERKRADE,M, 0 t/m  4 jaar,"178,44181489109405","801,15"
166,KOGGENLAND,M, 0 t/m  4 jaar,"104,4387144992526","521,82"
167,KOLLUMERLAND CA,M, 0 t/m  4 jaar,"319,28748192190267","311,15"
168,KORENDIJK,M, 0 t/m  4 jaar,"72,14270114270114","256,41"
169,KRIMPEN AAN DEN IJSSEL,M, 0 t/m  4 jaar,"165,13067601512685","724,54"
170,KRIMPENERWAARD,M, 0 t/m  4 jaar,"116,56936606471031","1275,84"
171,LAARBEEK,M, 0 t/m  4 jaar,"108,2731025508716","445,73"
172,LANDERD,M, 0 t/m  4 jaar,"134,47561925084344","346,79"
173,LANDGRAAF,M, 0 t/m  4 jaar,"112,56774741182","659,73"
174,LANDSMEER,M, 0 t/m  4 jaar,"63,42991195971161","276,01"
175,LANGEDIJK,M, 0 t/m  4 jaar,"90,54940773557043","636,54"
176,LANSINGERLAND,M, 0 t/m  4 jaar,"95,25526953185039","1886,79"
177,LAREN,M, 0 t/m  4 jaar,"102,12503644669064","205,78"
178,LEEK,M, 0 t/m  4 jaar,"60,659139058971434","429,53"
179,LEERDAM,M, 0 t/m  4 jaar,"61,02615965480043","519,12"
180,LEEUWARDEN,M, 0 t/m  4 jaar,"59,4258158737683","2869,01"
181,LEIDEN,M, 0 t/m  4 jaar,"93,0292182981465","2669,56"
182,LEIDERDORP,M, 0 t/m  4 jaar,"82,87872297181094","639,61"
183,LEIDSCHENDAM-VOORBURG,M, 0 t/m  4 jaar,"153,37764295497345","1869,12"
184,LELYSTAD,M, 0 t/m  4 jaar,"100,4017692862505","2038,11"
185,LEUDAL,M, 0 t/m  4 jaar,"126,02214935443696","634,33"
186,LEUSDEN,M, 0 t/m  4 jaar,"77,91490699202788","699,94"
187,LINGEWAAL,M, 0 t/m  4 jaar,"97,08138571191779","241,32"
188,LINGEWAARD,M, 0 t/m  4 jaar,"101,35419933966158","969,2"
189,LISSE,M, 0 t/m  4 jaar,"54,00000000000001","521,31"
190,LOCHEM,M, 0 t/m  4 jaar,"74,41478046075515","595,11"
191,LOON OP ZAND,M, 0 t/m  4 jaar,"106,4346302561624","496,56"
192,LOPIK,M, 0 t/m  4 jaar,"72,92760781650357","323,93"
193,LOPPERSUM,M, 0 t/m  4 jaar,"160,658979624072","189,93"
194,LOSSER,M, 0 t/m  4 jaar,"86,43052236258107","410,06"
195,MAASDRIEL,M, 0 t/m  4 jaar,"137,0037171249253","535,36"
196,MAASGOUW,M, 0 t/m  4 jaar,"194,06469120559714","388,77"
197,MAASSLUIS,M, 0 t/m  4 jaar,"135,23407183708375","748,36"
198,MAASTRICHT,M, 0 t/m  4 jaar,"117,14491021730242","1907,94"
199,MARUM,M, 0 t/m  4 jaar,"101,89138697937727","247,3"
200,MEDEMBLIK,M, 0 t/m  4 jaar,"177,1529356011827","970,67"
201,MEERSSEN,M, 0 t/m  4 jaar,"145,44631147540983","317,2"
202,MEIERIJSTAD,M, 0 t/m  4 jaar,"98,03418391911411","1765,45"
203,MEPPEL,M, 0 t/m  4 jaar,"70,39743008112724","749,44"
204,MIDDELBURG,M, 0 t/m  4 jaar,"103,81302111707186","1083,01"
205,MIDDEN-DELFLAND,M, 0 t/m  4 jaar,"90,00968455410252","465,69"
206,MIDDEN-DRENTHE,M, 0 t/m  4 jaar,"103,2252765570541","659,9"
207,MIDDEN-GRONINGEN,M, 0 t/m  4 jaar,"78,83041573786846","1283,02"
208,MILL EN SINT HUBERT,M, 0 t/m  4 jaar,"159,94412519240635","194,9"
209,MOERDIJK,M, 0 t/m  4 jaar,"124,03865826538177","809,4"
210,MOLENWAARD,M, 0 t/m  4 jaar,"108,94044952028442","821,32"
211,MONTFERLAND,M, 0 t/m  4 jaar,"77,8642166344294","646,25"
212,MONTFOORT,M, 0 t/m  4 jaar,"220,87440225035164","355,5"
213,MOOK EN MIDDELAAR,M, 0 t/m  4 jaar,"43,426211190039105","125,29"
214,NEDER-BETUWE,M, 0 t/m  4 jaar,"92,39653588165027","652,98"
215,NEDERWEERT,M, 0 t/m  4 jaar,"157,77518831667948","325,25"
216,NEERIJNEN,M, 0 t/m  4 jaar,"69,67478984212529","341,41"
217,NIEUWEGEIN,M, 0 t/m  4 jaar,"105,2144283705835","1522,14"
218,NIEUWKOOP,M, 0 t/m  4 jaar,"73,97382207551199","608,91"
219,NIJKERK,M, 0 t/m  4 jaar,"91,9910618583185","1128,87"
220,NIJMEGEN,M, 0 t/m  4 jaar,"90,16408964146575","3793,78"
221,NISSEWAARD,M, 0 t/m  4 jaar,"145,756542160012","1933,23"
222,NOORD-BEVELAND,M, 0 t/m  4 jaar,"78,28173588556423","144,71"
223,NOORDENVELD,M, 0 t/m  4 jaar,"115,18922136816488","571,13"
224,NOORDOOSTPOLDER,M, 0 t/m  4 jaar,"150,72964741523785","1241,12"
225,NOORDWIJK,M, 0 t/m  4 jaar,"97,49617863628201","501,13"
226,NOORDWIJKERHOUT,M, 0 t/m  4 jaar,"92,10569439877233","364,92"
227,NUENEN CA,M, 0 t/m  4 jaar,"136,26382891219413","486,3"
228,NUNSPEET,M, 0 t/m  4 jaar,"81,41443461480968","735,87"
229,NUTH,M, 0 t/m  4 jaar,"99,53354724587601","243,09"
230,OEGSTGEEST,M, 0 t/m  4 jaar,"93,0999462095053","576,31"
231,OIRSCHOT,M, 0 t/m  4 jaar,"74,03179872695347","364,48"
232,OISTERWIJK,M, 0 t/m  4 jaar,"92,27052471272324","505,61"
233,OLDAMBT,M, 0 t/m  4 jaar,"131,68454520320708","687,23"
234,OLDEBROEK,M, 0 t/m  4 jaar,"41,854564092707385","624,33"
235,OLDENZAAL,M, 0 t/m  4 jaar,"72,80811413420109","663,78"
236,OLST-WIJHE,M, 0 t/m  4 jaar,"82,50409211783234","387,33"
237,OMMEN,M, 0 t/m  4 jaar,"58,18671475378921","424,23"
238,ONDERBANKEN,M, 0 t/m  4 jaar,"200,00609632188582","147,63"
239,OOST GELRE,M, 0 t/m  4 jaar,"122,86608027750249","565,04"
240,OOSTERHOUT,M, 0 t/m  4 jaar,"136,3320112822738","1152,25"
241,OOSTSTELLINGWERF,M, 0 t/m  4 jaar,"91,20210631895687","518,44"
242,OOSTZAAN,M, 0 t/m  4 jaar,"81,21668916088797","214,87"
243,OPMEER,M, 0 t/m  4 jaar,"113,18307917275956","239,35"
244,OPSTERLAND,M, 0 t/m  4 jaar,"141,50434627485325","616,62"
245,OSS,M, 0 t/m  4 jaar,"121,76424791833183","1976,78"
246,OUD-BEIJERLAND,M, 0 t/m  4 jaar,"122,7127797786439","608,07"
247,OUDE IJSSELSTREEK,M, 0 t/m  4 jaar,"122,31201728462511","805,34"
248,OUDER-AMSTEL,M, 0 t/m  4 jaar,"101,19889519717663","325,85"
249,OUDEWATER,M, 0 t/m  4 jaar,"138,0268723451822","223,65"
250,OVERBETUWE,M, 0 t/m  4 jaar,"83,73830227743271","1207,5"
251,PAPENDRECHT,M, 0 t/m  4 jaar,"115,13347465793024","778,35"
252,PEEL EN MAAS,M, 0 t/m  4 jaar,"92,34387142564991","831,27"
253,PEKELA,M, 0 t/m  4 jaar,"174,53092445545275","274,54"
254,PIJNACKER-NOOTDORP,M, 0 t/m  4 jaar,"92,30983261826805","1417,12"
255,PURMEREND,M, 0 t/m  4 jaar,"105,38110430316146","1695,73"
256,PUTTEN,M, 0 t/m  4 jaar,"184,78531724172464","599,07"
257,RAALTE,M, 0 t/m  4 jaar,"116,00179138701125","837,34"
258,REIMERSWAAL,M, 0 t/m  4 jaar,"119,36228939124545","708,66"
259,RENKUM,M, 0 t/m  4 jaar,"203,6356465250567","581,88"
260,RENSWOUDE,M, 0 t/m  4 jaar,"79,39239492173056","162,26"
261,REUSEL-DE MIERDEN,M, 0 t/m  4 jaar,"135,64003245387343","332,78"
262,RHEDEN,M, 0 t/m  4 jaar,"108,03428904230923","824,17"
263,RHENEN,M, 0 t/m  4 jaar,"49,02694065859646","472,52"
264,RIDDERKERK,M, 0 t/m  4 jaar,"70,22443176341308","1037,42"
265,RIJSSEN-HOLTEN,M, 0 t/m  4 jaar,"125,48734182907198","1111,93"
266,RIJSWIJK,M, 0 t/m  4 jaar,"120,28899760412034","1394,06"
267,ROERDALEN,M, 0 t/m  4 jaar,"113,80537992235163","360,6"
268,ROERMOND,M, 0 t/m  4 jaar,"164,07952087978407","1193,02"
269,ROOSENDAAL,M, 0 t/m  4 jaar,"123,27906457010566","1745,08"
270,ROTTERDAM,M, 0 t/m  4 jaar,"118,20475394832063","16913,52"
271,ROZENDAAL,M, 0 t/m  4 jaar,"200,13779331003494","20,03"
272,RUCPHEN,M, 0 t/m  4 jaar,"148,60492565055762","430,4"
273,S GRAVENHAGE,M, 0 t/m  4 jaar,"130,69626879739127","14376,33"
274,S HERTOGENBOSCH,M, 0 t/m  4 jaar,"111,84942721607487","3790,26"
275,SCHAGEN,M, 0 t/m  4 jaar,"100,2718547761557","863,77"
276,SCHERPENZEEL,M, 0 t/m  4 jaar,"53,713977315560435","291,83"
277,SCHIEDAM,M, 0 t/m  4 jaar,"156,88221032323295","1938,54"
278,SCHIERMONNIKOOG,M, 0 t/m  4 jaar,"18,402416918429","16,55"
279,SCHINNEN,M, 0 t/m  4 jaar,"114,08182002843795","246,15"
280,SCHOUWEN-DUIVELAND,M, 0 t/m  4 jaar,"153,24852377183902","657,08"
281,SIMPELVELD,M, 0 t/m  4 jaar,"138,73777675276753","173,44"
282,SINT ANTHONIS,M, 0 t/m  4 jaar,"117,01195700850873","223,3"
283,SINT-MICHIELSGESTEL,M, 0 t/m  4 jaar,"129,54519445252643","618,66"
284,SITTARD-GELEEN,M, 0 t/m  4 jaar,"107,50982538533519","1699,17"
285,SLIEDRECHT,M, 0 t/m  4 jaar,"97,77449035812673","726,0"
286,SLUIS,M, 0 t/m  4 jaar,"85,57044530446284","408,26"
287,SMALLINGERLAND,M, 0 t/m  4 jaar,"101,53951196982528","1299,1"
288,SOEST,M, 0 t/m  4 jaar,"76,35707391414782","984,25"
289,SOMEREN,M, 0 t/m  4 jaar,"90,11015329926683","450,1"
290,SON EN BREUGEL,M, 0 t/m  4 jaar,"71,54456332548376","390,68"
291,STADSKANAAL,M, 0 t/m  4 jaar,"96,82923379174852","636,25"
292,STAPHORST,M, 0 t/m  4 jaar,"62,97325191057782","560,04"
293,STEDE BROEC,M, 0 t/m  4 jaar,"71,54622228924747","530,48"
294,STEENBERGEN,M, 0 t/m  4 jaar,"191,3902378335787","482,27"
295,STEENWIJKERLAND,M, 0 t/m  4 jaar,"48,9194814625817","1019,02"
296,STEIN,M, 0 t/m  4 jaar,"130,58779142381348","384,32"
297,STICHTSE VECHT,M, 0 t/m  4 jaar,"88,53113475991782","1567,38"
298,STRIJEN,M, 0 t/m  4 jaar,"76,2203099160899","163,27"
299,SUDWEST-FRYSLAN,M, 0 t/m  4 jaar,"85,71529310275649","1993,84"
300,TEN BOER,M, 0 t/m  4 jaar,"143,93333701840695","180,91"
301,TERNEUZEN,M, 0 t/m  4 jaar,"94,16956822448375","1012,1"
302,TERSCHELLING,M, 0 t/m  4 jaar,"81,92993445010924","68,65"
303,TEXEL,M, 0 t/m  4 jaar,"104,79921565582045","257,54"
304,TEYLINGEN,M, 0 t/m  4 jaar,"109,3580570405288","759,46"
305,THOLEN,M, 0 t/m  4 jaar,"109,36471236785783","616,76"
306,TIEL,M, 0 t/m  4 jaar,"135,93998708010335","928,8"
307,TILBURG,M, 0 t/m  4 jaar,"92,10776476777208","4866,34"
308,TUBBERGEN,M, 0 t/m  4 jaar,"123,28145516496302","481,32"
309,TWENTERAND,M, 0 t/m  4 jaar,"94,57618746041798","868,45"
310,TYNAARLO,M, 0 t/m  4 jaar,"63,93069491357044","805,28"
311,TYTSJERKSTERADIEL,M, 0 t/m  4 jaar,"69,88875587734732","693,34"
312,UDEN,M, 0 t/m  4 jaar,"119,65483448298265","923,47"
313,UITGEEST,M, 0 t/m  4 jaar,"65,21605254179461","351,72"
314,UITHOORN,M, 0 t/m  4 jaar,"87,85015125647706","667,74"
315,URK,M, 0 t/m  4 jaar,"68,50739003976969","842,35"
316,UTRECHT,M, 0 t/m  4 jaar,"96,94226703722178","10103,76"
317,UTRECHTSE HEUVELRUG,M, 0 t/m  4 jaar,"73,39925064473748","1027,55"
318,VAALS,M, 0 t/m  4 jaar,"91,69171879376343","107,11"
319,VALKENBURG AAN DE GEUL,M, 0 t/m  4 jaar,"99,81852928957208","240,7"
320,VALKENSWAARD,M, 0 t/m  4 jaar,"85,7835310064385","590,2"
321,VEENDAM,M, 0 t/m  4 jaar,"103,12073211198239","572,59"
322,VEENENDAAL,M, 0 t/m  4 jaar,"91,24140172454456","1738,43"
323,VEERE,M, 0 t/m  4 jaar,"104,10005806852085","499,41"
324,VELDHOVEN,M, 0 t/m  4 jaar,"96,41718934549749","982,12"
325,VELSEN,M, 0 t/m  4 jaar,"82,23733336865179","1510,07"
326,VENLO,M, 0 t/m  4 jaar,"155,52014782107892","2083,6"
327,VENRAY,M, 0 t/m  4 jaar,"99,95785504817763","954,8"
328,VIANEN,M, 0 t/m  4 jaar,"85,12603345306158","470,51"
329,VLAARDINGEN,M, 0 t/m  4 jaar,"92,39342158848109","1792,53"
330,VLIELAND,M, 0 t/m  4 jaar,"27,184495192307693","16,64"
331,VLISSINGEN,M, 0 t/m  4 jaar,"121,85109452160087","949,73"
332,VOERENDAAL,M, 0 t/m  4 jaar,"225,7324207610201","245,46"
333,VOORSCHOTEN,M, 0 t/m  4 jaar,"62,09605751089714","614,84"
334,VOORST,M, 0 t/m  4 jaar,"108,69392539964475","563,0"
335,VUGHT,M, 0 t/m  4 jaar,"106,783867915891","655,34"
336,WAADHOEKE,M, 0 t/m  4 jaar,"71,32741717915219","941,49"
337,WAALRE,M, 0 t/m  4 jaar,"86,5061223405668","376,49"
338,WAALWIJK,M, 0 t/m  4 jaar,"84,21848810552821","1064,36"
339,WADDINXVEEN,M, 0 t/m  4 jaar,"142,46004195225714","676,96"
340,WAGENINGEN,M, 0 t/m  4 jaar,"71,03696755020562","666,26"
341,WASSENAAR,M, 0 t/m  4 jaar,"54,93425597824876","448,71"
342,WATERLAND,M, 0 t/m  4 jaar,"61,65402986713518","364,28"
343,WEERT,M, 0 t/m  4 jaar,"171,38083423629604","987,49"
344,WEESP,M, 0 t/m  4 jaar,"61,897075707435675","444,21"
345,WERKENDAM,M, 0 t/m  4 jaar,"48,063569497515516","662,11"
